type,x,y
path,18411.0,9597.0
path,18387.0,9681.0
path,18378.0,9699.0
path,18362.0,9738.0
path,18346.0,9786.0
path,18346.0,9795.0
path,18333.0,9835.0
path,18304.0,9904.0
path,18288.0,9933.0
path,18255.0,10000.0
path,18219.0,10084.0
path,18215.0,10102.0
path,18195.0,10162.0
path,18159.0,10256.0
path,18143.0,10290.0
path,18114.0,10355.0
path,18085.0,10424.0
path,18085.0,10428.0
path,18065.0,10476.0
path,18022.0,10575.0
path,17998.0,10625.0
path,17948.0,10732.0
path,17891.0,10858.0
path,17861.0,10935.0
path,17787.0,11080.0
path,17635.0,11315.0
path,17590.0,11367.0
path,17502.0,11462.0
path,17407.0,11557.0
path,17400.0,11557.0
path,17387.0,11562.0
path,17374.0,11572.0
path,17374.0,11595.0
path,17424.0,11604.0
path,17499.0,11582.0
path,17521.0,11555.0
path,17546.0,11526.0
path,17566.0,11516.0
path,17559.0,11540.0
path,17549.0,11563.0
path,17654.0,11590.0
path,17725.0,11593.0
path,17847.0,11609.0
path,18009.0,11651.0
path,18053.0,11678.0
path,18101.0,11706.0
path,18149.0,11715.0
path,18149.0,11680.0
path,18060.0,11615.0
path,17851.0,11543.0
path,17810.0,11541.0
path,17734.0,11535.0
path,17655.0,11526.0
path,17652.0,11523.0
path,17663.0,11500.0
path,17695.0,11456.0
path,17716.0,11434.0
path,17752.0,11388.0
path,17786.0,11335.0
path,17783.0,11328.0
path,17788.0,11299.0
path,17806.0,11251.0
path,17819.0,11232.0
path,17843.0,11203.0
path,17867.0,11180.0
path,17867.0,11187.0
path,17863.0,11202.0
path,17853.0,11220.0
path,17839.0,11228.0
path,17826.0,11266.0
path,17827.0,11299.0
path,17833.0,11297.0
path,17854.0,11273.0
path,17888.0,11225.0
path,17916.0,11172.0
path,18031.0,10933.0
path,18146.0,10688.0
path,18146.0,10685.0
path,18159.0,10652.0
path,18187.0,10585.0
path,18203.0,10550.0
path,18240.0,10465.0
path,18287.0,10352.0
path,18298.0,10325.0
path,18322.0,10266.0
path,18353.0,10196.0
path,18359.0,10185.0
path,18379.0,10140.0
path,18408.0,10065.0
path,18418.0,10035.0
path,18441.0,9974.0
path,18469.0,9905.0
path,18483.0,9889.0
path,18539.0,9731.0
path,18596.0,9544.0
path,18597.0,9476.0
path,18732.0,9047.0
path,18992.0,8347.0
path,19008.0,8313.0
path,19042.0,8233.0
path,19083.0,8130.0
path,19090.0,8107.0
path,19108.0,8061.0
path,19134.0,8009.0
path,19141.0,8003.0
path,19154.0,7984.0
path,19167.0,7955.0
path,19167.0,7946.0
path,19175.0,7918.0
path,19194.0,7877.0
path,19204.0,7864.0
path,19225.0,7824.0
path,19250.0,7764.0
path,19254.0,7743.0
path,19266.0,7701.0
path,19286.0,7653.0
path,19293.0,7647.0
path,19312.0,7617.0
path,19338.0,7564.0
path,19346.0,7540.0
path,19368.0,7485.0
path,19400.0,7415.0
path,19410.0,7401.0
path,19428.0,7366.0
path,19446.0,7320.0
path,19446.0,7309.0
path,19453.0,7284.0
path,19468.0,7252.0
path,19476.0,7245.0
path,19491.0,7228.0
path,19506.0,7205.0
path,19506.0,7190.0
path,19544.0,7094.0
path,19743.0,6664.0
path,19782.0,6583.0
path,19853.0,6433.0
path,19924.0,6280.0
path,19924.0,6275.0
path,19942.0,6229.0
path,20013.0,6067.0
path,20029.0,6032.0
path,20058.0,5967.0
path,20087.0,5899.0
path,20087.0,5896.0
path,20102.0,5859.0
path,20135.0,5782.0
path,20154.0,5742.0
path,20194.0,5654.0
path,20241.0,5547.0
path,20249.0,5528.0
path,20278.0,5464.0
path,20325.0,5365.0
path,20343.0,5330.0
path,20376.0,5260.0
path,20409.0,5183.0
path,20409.0,5176.0
path,20416.0,5151.0
path,20431.0,5110.0
path,20439.0,5095.0
path,20461.0,5049.0
path,20491.0,4981.0
path,20500.0,4959.0
path,20527.0,4898.0
path,20568.0,4812.0
path,20581.0,4786.0
path,20605.0,4732.0
path,20629.0,4669.0
path,20629.0,4650.0
path,20655.0,4552.0
path,20706.0,4401.0
path,20749.0,4305.0
path,20919.0,3873.0
path,21154.0,3250.0
path,21179.0,3175.0
path,21228.0,3034.0
path,21282.0,2887.0
path,21286.0,2882.0
path,21296.0,2857.0
path,21309.0,2815.0
path,21313.0,2797.0
path,21329.0,2744.0
path,21356.0,2667.0
path,21367.0,2642.0
path,21387.0,2593.0
path,21407.0,2539.0
path,21407.0,2534.0
path,21418.0,2514.0
path,21441.0,2480.0
path,21458.0,2461.0
path,21482.0,2424.0
path,21506.0,2355.0
path,21506.0,2308.0
path,21546.0,2138.0
path,21622.0,1905.0
path,21645.0,1863.0
path,21706.0,1808.0
path,21782.0,1780.0
path,21788.0,1790.0
path,21802.0,1803.0
path,21829.0,1810.0
path,21840.0,1805.0
path,21864.0,1798.0
path,21893.0,1793.0
path,21899.0,1794.0
path,21934.0,1798.0
path,21999.0,1803.0
path,22029.0,1804.0
path,22098.0,1810.0
path,22183.0,1820.0
path,22200.0,1823.0
path,22239.0,1831.0
path,22289.0,1840.0
path,22388.0,1852.0
path,22529.0,1872.0
path,22676.0,1901.0
path,22680.0,1909.0
path,22694.0,1913.0
path,22723.0,1905.0
path,22745.0,1885.0
path,22767.0,1865.0
path,22782.0,1868.0
path,22777.0,1882.0
path,22774.0,1904.0
path,22778.0,1926.0
path,22784.0,1926.0
path,22792.0,1931.0
path,22797.0,1941.0
path,22789.0,1954.0
path,22741.0,1967.0
path,22681.0,1968.0
path,22670.0,1958.0
path,22484.0,1924.0
path,22291.0,1898.0
path,22280.0,1908.0
path,22288.0,1924.0
path,22382.0,1955.0
path,22518.0,1979.0
path,22694.0,2002.0
path,22883.0,2000.0
path,22888.0,1989.0
path,22904.0,1970.0
path,22927.0,1954.0
path,22933.0,1956.0
path,22945.0,1953.0
path,22957.0,1941.0
path,22957.0,1931.0
path,22949.0,1915.0
path,22928.0,1899.0
path,22917.0,1899.0
path,22888.0,1889.0
path,22849.0,1867.0
path,22835.0,1849.0
path,22814.0,1829.0
path,22782.0,1818.0
path,22768.0,1830.0
path,22657.0,1839.0
path,22526.0,1835.0
path,22520.0,1831.0
path,22498.0,1824.0
path,22462.0,1815.0
path,22448.0,1814.0
path,22373.0,1807.0
path,22237.0,1793.0
path,22177.0,1787.0
path,22055.0,1774.0
path,21919.0,1760.0
path,21870.0,1755.0
path,21820.0,1744.0
path,21806.0,1633.0
path,21824.0,1581.0
path,21860.0,1482.0
path,21900.0,1377.0
path,21903.0,1372.0
path,21935.0,1362.0
path,21999.0,1352.0
path,22051.0,1352.0
path,22110.0,1350.0
path,22174.0,1328.0
path,22182.0,1300.0
path,22192.0,1273.0
path,22138.0,1243.0
path,22088.0,1240.0
path,22033.0,1235.0
path,21982.0,1212.0
path,21985.0,1201.0
path,21993.0,1177.0
path,22005.0,1147.0
path,22009.0,1142.0
path,22022.0,1110.0
path,22042.0,1050.0
path,22050.0,1023.0
path,22070.0,962.0
path,22097.0,887.0
path,22104.0,873.0
path,22120.0,831.0
path,22139.0,769.0
path,22143.0,748.0
path,22156.0,705.0
path,22176.0,656.0
path,22184.0,650.0
path,22198.0,632.0
path,22212.0,606.0
path,22212.0,597.0
path,22222.0,553.0
path,22244.0,474.0
path,22266.0,410.0
path,22644.0,410.0
path,22852.0,410.0
path,23230.0,412.0
path,23608.0,416.0
path,23608.0,423.0
path,23527.0,644.0
path,23432.0,897.0
path,23424.0,914.0
path,23409.0,950.0
path,23394.0,991.0
path,23394.0,997.0
path,23385.0,1011.0
path,23365.0,1028.0
path,23334.0,1038.0
path,23310.0,1066.0
path,23319.0,1088.0
path,23354.0,1081.0
path,23400.0,1082.0
path,23427.0,1104.0
path,23419.0,1113.0
path,23393.0,1165.0
path,23352.0,1260.0
path,23319.0,1360.0
path,23285.0,1461.0
path,23215.0,1562.0
path,23190.0,1562.0
path,23160.0,1566.0
path,23127.0,1594.0
path,23124.0,1616.0
path,23125.0,1646.0
path,23142.0,1680.0
path,23164.0,1686.0
path,23193.0,1723.0
path,23204.0,1771.0
path,23199.0,1774.0
path,23189.0,1790.0
path,23179.0,1819.0
path,23179.0,1831.0
path,23175.0,1857.0
path,23167.0,1889.0
path,23154.0,1904.0
path,23120.0,1989.0
path,23092.0,2081.0
path,23102.0,2091.0
path,23124.0,2081.0
path,23166.0,2013.0
path,23176.0,1983.0
path,23198.0,1924.0
path,23224.0,1860.0
path,23228.0,1854.0
path,23236.0,1832.0
path,23244.0,1794.0
path,23244.0,1774.0
path,23248.0,1748.0
path,23262.0,1726.0
path,23281.0,1733.0
path,23319.0,1704.0
path,23350.0,1645.0
path,23343.0,1617.0
path,23383.0,1453.0
path,23450.0,1259.0
path,23465.0,1243.0
path,23482.0,1217.0
path,23492.0,1178.0
path,23485.0,1166.0
path,23479.0,1145.0
path,23481.0,1116.0
path,23488.0,1109.0
path,23506.0,1077.0
path,23531.0,1021.0
path,23539.0,997.0
path,23559.0,939.0
path,23586.0,863.0
path,23594.0,846.0
path,23608.0,812.0
path,23622.0,775.0
path,23622.0,772.0
path,23631.0,747.0
path,23650.0,698.0
path,23661.0,675.0
path,23682.0,624.0
path,23705.0,562.0
path,23708.0,544.0
path,23720.0,524.0
path,23811.0,501.0
path,23862.0,499.0
path,23949.0,500.0
path,24036.0,507.0
path,24036.0,521.0
path,23946.0,780.0
path,23832.0,1091.0
path,23821.0,1116.0
path,23795.0,1184.0
path,23762.0,1279.0
path,23737.0,1388.0
path,23677.0,1578.0
path,23594.0,1771.0
path,23576.0,1774.0
path,23555.0,1783.0
path,23537.0,1816.0
path,23540.0,1833.0
path,23539.0,1886.0
path,23531.0,1967.0
path,23523.0,1995.0
path,23512.0,2049.0
path,23503.0,2107.0
path,23506.0,2111.0
path,23504.0,2124.0
path,23494.0,2144.0
path,23486.0,2151.0
path,23471.0,2172.0
path,23456.0,2204.0
path,23456.0,2215.0
path,23445.0,2249.0
path,23420.0,2301.0
path,23395.0,2335.0
path,23363.0,2391.0
path,23347.0,2447.0
path,23363.0,2447.0
path,23424.0,2379.0
path,23485.0,2286.0
path,23485.0,2272.0
path,23492.0,2245.0
path,23507.0,2214.0
path,23525.0,2208.0
path,23547.0,2247.0
path,23551.0,2297.0
path,23545.0,2300.0
path,23536.0,2319.0
path,23529.0,2354.0
path,23532.0,2371.0
path,23531.0,2405.0
path,23522.0,2445.0
path,23515.0,2451.0
path,23502.0,2468.0
path,23489.0,2492.0
path,23489.0,2499.0
path,23482.0,2517.0
path,23467.0,2542.0
path,23458.0,2549.0
path,23444.0,2568.0
path,23433.0,2595.0
path,23436.0,2602.0
path,23430.0,2636.0
path,23411.0,2696.0
path,23397.0,2721.0
path,23372.0,2773.0
path,23347.0,2833.0
path,23347.0,2840.0
path,23341.0,2862.0
path,23329.0,2895.0
path,23319.0,2911.0
path,23309.0,2935.0
path,23308.0,2974.0
path,23318.0,2990.0
path,23327.0,3010.0
path,23319.0,3034.0
path,23309.0,3037.0
path,23287.0,3050.0
path,23262.0,3074.0
path,23253.0,3103.0
path,23220.0,3191.0
path,23165.0,3329.0
path,23158.0,3346.0
path,23144.0,3384.0
path,23129.0,3432.0
path,23128.0,3442.0
path,23122.0,3465.0
path,23109.0,3495.0
path,23103.0,3501.0
path,23092.0,3520.0
path,23081.0,3549.0
path,23081.0,3559.0
path,23076.0,3586.0
path,23066.0,3624.0
path,23061.0,3635.0
path,23047.0,3664.0
path,23027.0,3704.0
path,23022.0,3715.0
path,23012.0,3741.0
path,23002.0,3774.0
path,23002.0,3781.0
path,22991.0,3818.0
path,22966.0,3883.0
path,22952.0,3912.0
path,22927.0,3968.0
path,22902.0,4030.0
path,22902.0,4036.0
path,22898.0,4054.0
path,22889.0,4082.0
path,22874.0,4111.0
path,22845.0,4176.0
path,22803.0,4283.0
path,22796.0,4305.0
path,22777.0,4352.0
path,22751.0,4408.0
path,22744.0,4416.0
path,22731.0,4436.0
path,22718.0,4461.0
path,22718.0,4467.0
path,22707.0,4501.0
path,22682.0,4563.0
path,22668.0,4592.0
path,22643.0,4648.0
path,22618.0,4710.0
path,22618.0,4716.0
path,22608.0,4748.0
path,22587.0,4806.0
path,22552.0,4883.0
path,22506.0,4988.0
path,22447.0,5135.0
path,22440.0,5157.0
path,22419.0,5210.0
path,22388.0,5280.0
path,22377.0,5296.0
path,22358.0,5333.0
path,22339.0,5379.0
path,22339.0,5388.0
path,22332.0,5410.0
path,22317.0,5439.0
path,22309.0,5446.0
path,22294.0,5465.0
path,22279.0,5491.0
path,22279.0,5499.0
path,22269.0,5534.0
path,22247.0,5594.0
path,22223.0,5647.0
path,22206.0,5725.0
path,22229.0,5805.0
path,22242.0,5805.0
path,22287.0,5809.0
path,22358.0,5817.0
path,22385.0,5821.0
path,22440.0,5824.0
path,22505.0,5821.0
path,22517.0,5815.0
path,22542.0,5809.0
path,22579.0,5810.0
path,22589.0,5816.0
path,22646.0,5827.0
path,22751.0,5839.0
path,22798.0,5839.0
path,22889.0,5843.0
path,22985.0,5850.0
path,22991.0,5854.0
path,23030.0,5864.0
path,23105.0,5877.0
path,23195.0,5886.0
path,23328.0,5903.0
path,23475.0,5931.0
path,23482.0,5937.0
path,23504.0,5945.0
path,23537.0,5950.0
path,23548.0,5947.0
path,23568.0,5946.0
path,23588.0,5951.0
path,23588.0,5956.0
path,23598.0,5965.0
path,23621.0,5973.0
path,23662.0,5969.0
path,23710.0,5969.0
path,23768.0,5998.0
path,23776.0,6020.0
path,23794.0,6051.0
path,23831.0,6084.0
path,23862.0,6087.0
path,23894.0,6106.0
path,23896.0,6189.0
path,23886.0,6211.0
path,23860.0,6269.0
path,23826.0,6348.0
path,23810.0,6387.0
path,23794.0,6426.0
path,23725.0,6459.0
path,23697.0,6455.0
path,23634.0,6446.0
path,23558.0,6433.0
path,23540.0,6428.0
path,23517.0,6424.0
path,23498.0,6431.0
path,23501.0,6439.0
path,23519.0,6456.0
path,23553.0,6476.0
path,23569.0,6480.0
path,23590.0,6487.0
path,23602.0,6495.0
path,23592.0,6495.0
path,23574.0,6501.0
path,23556.0,6512.0
path,23556.0,6520.0
path,23595.0,6534.0
path,23682.0,6547.0
path,23696.0,6546.0
path,23706.0,6555.0
path,23649.0,6707.0
path,23623.0,6762.0
path,23561.0,6896.0
path,23481.0,7071.0
path,23462.0,7112.0
path,23422.0,7194.0
path,23375.0,7285.0
path,23368.0,7293.0
path,23355.0,7314.0
path,23342.0,7341.0
path,23342.0,7348.0
path,23338.0,7368.0
path,23329.0,7398.0
path,23324.0,7407.0
path,23284.0,7487.0
path,23207.0,7644.0
path,23170.0,7721.0
path,23097.0,7865.0
path,23016.0,8013.0
path,23008.0,8018.0
path,22997.0,8034.0
path,22988.0,8059.0
path,22995.0,8079.0
path,22925.0,8251.0
path,22838.0,8424.0
path,22831.0,8425.0
path,22804.0,8425.0
path,22760.0,8424.0
path,22742.0,8423.0
path,22709.0,8426.0
path,22676.0,8435.0
path,22676.0,8441.0
path,22685.0,8452.0
path,22705.0,8463.0
path,22718.0,8463.0
path,22742.0,8473.0
path,22772.0,8498.0
path,22780.0,8519.0
path,22783.0,8556.0
path,22757.0,8649.0
path,22737.0,8686.0
path,22697.0,8757.0
path,22652.0,8833.0
path,22640.0,8846.0
path,22489.0,8832.0
path,22323.0,8800.0
path,22312.0,8786.0
path,22297.0,8773.0
path,22265.0,8775.0
path,22255.0,8784.0
path,22234.0,8797.0
path,22212.0,8806.0
path,22210.0,8801.0
path,22118.0,8775.0
path,21919.0,8728.0
path,21812.0,8707.0
path,21614.0,8665.0
path,21411.0,8620.0
path,21407.0,8616.0
path,21429.0,8551.0
path,21487.0,8415.0
path,21522.0,8344.0
path,21592.0,8201.0
path,21668.0,8041.0
path,21681.0,8008.0
path,21765.0,7827.0
path,21864.0,7622.0
path,21873.0,7607.0
path,21926.0,7497.0
path,22009.0,7317.0
path,22035.0,7255.0
path,22093.0,7122.0
path,22192.0,6902.0
path,22214.0,6855.0
path,22258.0,6761.0
path,22306.0,6656.0
path,22341.0,6572.0
path,22414.0,6418.0
path,22500.0,6259.0
path,22511.0,6255.0
path,22526.0,6241.0
path,22538.0,6212.0
path,22531.0,6175.0
path,22612.0,5975.0
path,22723.0,5768.0
path,22737.0,5765.0
path,22764.0,5753.0
path,22793.0,5734.0
path,22796.0,5724.0
path,22792.0,5713.0
path,22763.0,5707.0
path,22724.0,5715.0
path,22665.0,5737.0
path,22606.0,5776.0
path,22606.0,5783.0
path,22599.0,5804.0
path,22584.0,5836.0
path,22571.0,5853.0
path,22558.0,5868.0
path,22558.0,5850.0
path,22575.0,5809.0
path,22594.0,5741.0
path,22601.0,5673.0
path,22597.0,5673.0
path,22581.0,5698.0
path,22554.0,5753.0
path,22544.0,5784.0
path,22520.0,5844.0
path,22488.0,5910.0
path,22481.0,5916.0
path,22468.0,5933.0
path,22455.0,5957.0
path,22455.0,5977.0
path,22424.0,6052.0
path,22381.0,6128.0
path,22374.0,6129.0
path,22352.0,6129.0
path,22318.0,6128.0
path,22305.0,6127.0
path,22282.0,6130.0
path,22259.0,6138.0
path,22259.0,6153.0
path,22305.0,6176.0
path,22379.0,6188.0
path,22399.0,6181.0
path,22425.0,6175.0
path,22451.0,6179.0
path,22451.0,6187.0
path,22445.0,6203.0
path,22431.0,6222.0
path,22423.0,6225.0
path,22406.0,6244.0
path,22385.0,6279.0
path,22381.0,6298.0
path,22369.0,6327.0
path,22347.0,6355.0
path,22332.0,6354.0
path,22278.0,6410.0
path,22196.0,6529.0
path,22191.0,6540.0
path,22161.0,6610.0
path,22105.0,6740.0
path,22060.0,6844.0
path,21978.0,7027.0
path,21752.0,7512.0
path,21674.0,7676.0
path,21602.0,7831.0
path,21502.0,7986.0
path,21484.0,7986.0
path,21459.0,7992.0
path,21432.0,8019.0
path,21430.0,8036.0
path,21432.0,8064.0
path,21443.0,8094.0
path,21455.0,8096.0
path,21466.0,8107.0
path,21458.0,8155.0
path,21400.0,8272.0
path,21345.0,8384.0
path,21258.0,8490.0
path,21241.0,8487.0
path,21193.0,8481.0
path,21124.0,8475.0
path,21102.0,8475.0
path,21063.0,8470.0
path,21024.0,8459.0
path,21024.0,8446.0
path,21050.0,8375.0
path,21165.0,8121.0
path,21205.0,8039.0
path,21285.0,7871.0
path,21375.0,7681.0
path,21385.0,7659.0
path,21427.0,7568.0
path,21499.0,7416.0
path,21528.0,7354.0
path,21581.0,7239.0
path,21634.0,7120.0
path,21634.0,7110.0
path,21726.0,6922.0
path,21837.0,6707.0
path,21847.0,6692.0
path,21866.0,6658.0
path,21885.0,6616.0
path,21885.0,6599.0
path,21926.0,6479.0
path,21977.0,6352.0
path,21980.0,6349.0
path,21989.0,6334.0
path,22002.0,6307.0
path,22008.0,6288.0
path,22022.0,6265.0
path,22074.0,6242.0
path,22111.0,6242.0
path,22155.0,6239.0
path,22199.0,6219.0
path,22199.0,6206.0
path,22190.0,6184.0
path,22165.0,6158.0
path,22151.0,6155.0
path,22126.0,6144.0
path,22101.0,6127.0
path,22101.0,6121.0
path,22122.0,6068.0
path,22169.0,5964.0
path,22194.0,5913.0
path,22237.0,5817.0
path,22276.0,5717.0
path,22267.0,5707.0
path,22222.0,5744.0
path,22176.0,5803.0
path,22176.0,5812.0
path,22172.0,5832.0
path,22162.0,5855.0
path,22152.0,5861.0
path,22118.0,5917.0
path,22073.0,6010.0
path,22070.0,6022.0
path,22059.0,6044.0
path,22043.0,6066.0
path,22029.0,6066.0
path,22018.0,6104.0
path,22022.0,6147.0
path,22028.0,6150.0
path,22031.0,6156.0
path,22023.0,6163.0
path,22009.0,6163.0
path,21981.0,6181.0
path,21933.0,6244.0
path,21917.0,6278.0
path,21884.0,6348.0
path,21846.0,6427.0
path,21841.0,6437.0
path,21832.0,6462.0
path,21823.0,6496.0
path,21823.0,6505.0
path,21815.0,6533.0
path,21796.0,6575.0
path,21776.0,6605.0
path,21680.0,6791.0
path,21472.0,7222.0
path,21413.0,7351.0
path,21309.0,7576.0
path,21195.0,7817.0
path,21190.0,7825.0
path,21177.0,7849.0
path,21159.0,7884.0
path,21154.0,7895.0
path,21122.0,7963.0
path,21062.0,8089.0
path,21034.0,8147.0
path,20983.0,8257.0
path,20932.0,8373.0
path,20932.0,8392.0
path,20956.0,8423.0
path,21026.0,8457.0
path,21051.0,8459.0
path,21099.0,8467.0
path,21150.0,8480.0
path,21162.0,8496.0
path,21232.0,8491.0
path,21311.0,8461.0
path,21316.0,8448.0
path,21328.0,8424.0
path,21342.0,8400.0
path,21345.0,8400.0
path,21348.0,8407.0
path,21348.0,8422.0
path,21344.0,8430.0
path,21341.0,8457.0
path,21341.0,8498.0
path,21346.0,8517.0
path,21357.0,8541.0
path,21382.0,8560.0
path,21393.0,8557.0
path,21415.0,8555.0
path,21440.0,8559.0
path,21443.0,8564.0
path,21468.0,8573.0
path,21517.0,8583.0
path,21540.0,8583.0
path,21611.0,8590.0
path,21718.0,8606.0
path,21789.0,8624.0
path,21861.0,8642.0
path,22008.0,8671.0
path,22037.0,8675.0
path,22090.0,8687.0
path,22143.0,8705.0
path,22143.0,8711.0
path,22123.0,8718.0
path,22070.0,8721.0
path,22042.0,8718.0
path,21972.0,8710.0
path,21881.0,8699.0
path,21859.0,8697.0
path,21814.0,8688.0
path,21762.0,8673.0
path,21747.0,8661.0
path,21673.0,8658.0
path,21599.0,8670.0
path,21599.0,8675.0
path,21604.0,8685.0
path,21614.0,8695.0
path,21620.0,8696.0
path,21642.0,8699.0
path,21680.0,8704.0
path,21746.0,8711.0
path,21954.0,8742.0
path,22176.0,8779.0
path,22213.0,8796.0
path,22378.0,8831.0
path,22560.0,8857.0
path,22590.0,8841.0
path,22610.0,8817.0
path,22581.0,8792.0
path,22478.0,8789.0
path,22300.0,8764.0
path,22180.0,8728.0
path,22202.0,8724.0
path,22366.0,8745.0
path,22563.0,8781.0
path,22573.0,8785.0
path,22594.0,8782.0
path,22626.0,8761.0
path,22644.0,8733.0
path,22662.0,8705.0
path,22674.0,8708.0
path,22668.0,8738.0
path,22662.0,8768.0
path,22705.0,8800.0
path,22731.0,8801.0
path,22801.0,8804.0
path,22898.0,8808.0
path,22943.0,8811.0
path,22993.0,8812.0
path,23058.0,8785.0
path,23067.0,8769.0
path,23098.0,8713.0
path,23148.0,8625.0
path,23167.0,8591.0
path,23198.0,8525.0
path,23226.0,8447.0
path,23223.0,8435.0
path,23224.0,8412.0
path,23236.0,8383.0
path,23255.0,8373.0
path,23346.0,8225.0
path,23437.0,8050.0
path,23437.0,8042.0
path,23444.0,8024.0
path,23459.0,8003.0
path,23467.0,7999.0
path,23482.0,7989.0
path,23497.0,7973.0
path,23497.0,7964.0
path,23526.0,7892.0
path,23668.0,7584.0
path,23777.0,7357.0
path,23975.0,6930.0
path,24187.0,6453.0
path,24191.0,6442.0
path,24204.0,6415.0
path,24225.0,6382.0
path,24233.0,6375.0
path,24248.0,6353.0
path,24263.0,6319.0
path,24263.0,6307.0
path,24267.0,6281.0
path,24275.0,6249.0
path,24292.0,6230.0
path,24356.0,6086.0
path,24415.0,5929.0
path,24412.0,5921.0
path,24393.0,5907.0
path,24357.0,5892.0
path,24322.0,5891.0
path,24280.0,5904.0
path,24269.0,5927.0
path,24294.0,5935.0
path,24320.0,5939.0
path,24302.0,6049.0
path,24264.0,6138.0
path,24226.0,6227.0
path,24153.0,6315.0
path,24099.0,6312.0
path,23989.0,6301.0
path,23873.0,6284.0
path,23869.0,6280.0
path,23897.0,6199.0
path,23955.0,6061.0
path,23960.0,6051.0
path,23969.0,6027.0
path,23978.0,5995.0
path,23978.0,5987.0
path,23987.0,5969.0
path,24007.0,5948.0
path,24018.0,5945.0
path,24038.0,5932.0
path,24058.0,5911.0
path,24058.0,5896.0
path,24042.0,5877.0
path,24018.0,5872.0
path,24011.0,5883.0
path,23955.0,5885.0
path,23899.0,5874.0
path,23899.0,5868.0
path,23888.0,5860.0
path,23863.0,5854.0
path,23849.0,5857.0
path,23821.0,5859.0
path,23791.0,5857.0
path,23785.0,5847.0
path,23847.0,5824.0
path,23923.0,5810.0
path,23929.0,5813.0
path,23946.0,5811.0
path,23971.0,5799.0
path,23985.0,5781.0
path,24000.0,5763.0
path,24010.0,5764.0
path,24005.0,5783.0
path,24004.0,5803.0
path,24085.0,5824.0
path,24139.0,5825.0
path,24228.0,5831.0
path,24319.0,5844.0
path,24329.0,5874.0
path,24361.0,5869.0
path,24450.0,5730.0
path,24458.0,5711.0
path,24478.0,5666.0
path,24503.0,5609.0
path,24509.0,5597.0
path,24517.0,5566.0
path,24522.0,5524.0
path,24519.0,5510.0
path,24520.0,5488.0
path,24534.0,5462.0
path,24544.0,5458.0
path,24563.0,5445.0
path,24582.0,5424.0
path,24582.0,5416.0
path,24586.0,5394.0
path,24595.0,5362.0
path,24600.0,5353.0
path,24613.0,5325.0
path,24631.0,5283.0
path,24637.0,5269.0
path,24661.0,5215.0
path,24702.0,5125.0
path,24719.0,5089.0
path,24753.0,5011.0
path,24790.0,4916.0
path,24794.0,4900.0
path,24804.0,4861.0
path,24819.0,4811.0
path,24824.0,4800.0
path,24840.0,4758.0
path,24866.0,4688.0
path,24875.0,4661.0
path,24896.0,4607.0
path,24922.0,4548.0
path,24926.0,4542.0
path,24934.0,4525.0
path,24942.0,4500.0
path,24942.0,4485.0
path,24986.0,4360.0
path,25082.0,4121.0
path,25095.0,4092.0
path,25119.0,4033.0
path,25143.0,3967.0
path,25143.0,3954.0
path,25191.0,3812.0
path,25266.0,3611.0
path,25273.0,3595.0
path,25294.0,3534.0
path,25325.0,3434.0
path,25334.0,3396.0
path,25357.0,3319.0
path,25386.0,3234.0
path,25393.0,3226.0
path,25411.0,3193.0
path,25435.0,3138.0
path,25448.0,3096.0
path,25485.0,2991.0
path,25539.0,2849.0
path,25544.0,2837.0
path,25551.0,2805.0
path,25555.0,2762.0
path,25549.0,2741.0
path,25553.0,2693.0
path,25583.0,2613.0
path,25590.0,2604.0
path,25601.0,2580.0
path,25612.0,2545.0
path,25610.0,2524.0
path,25638.0,2395.0
path,25681.0,2238.0
path,25686.0,2228.0
path,25695.0,2197.0
path,25704.0,2149.0
path,25704.0,2129.0
path,25709.0,2099.0
path,25724.0,2069.0
path,25734.0,2069.0
path,25749.0,2059.0
path,25764.0,2030.0
path,25764.0,2013.0
path,25769.0,1980.0
path,25779.0,1944.0
path,25800.0,1931.0
path,25809.0,1972.0
path,25759.0,2197.0
path,25728.0,2292.0
path,25685.0,2452.0
path,25655.0,2612.0
path,25669.0,2612.0
path,25692.0,2592.0
path,25719.0,2533.0
path,25721.0,2513.0
path,25736.0,2446.0
path,25764.0,2340.0
path,25777.0,2302.0
path,25808.0,2205.0
path,25848.0,2075.0
path,25877.0,1967.0
path,25935.0,1767.0
path,26002.0,1558.0
path,26006.0,1552.0
path,26014.0,1533.0
path,26022.0,1503.0
path,26022.0,1491.0
path,26036.0,1432.0
path,26066.0,1327.0
path,26083.0,1281.0
path,26113.0,1188.0
path,26143.0,1083.0
path,26143.0,1071.0
path,26147.0,1045.0
path,26155.0,1013.0
path,26163.0,1003.0
path,26178.0,972.0
path,26231.0,815.0
path,26254.0,738.0
path,26492.0,738.0
path,26730.0,738.0
path,26730.0,1758.0
path,26730.0,2631.0
path,26728.0,3651.0
path,26714.0,4671.0
path,26706.0,4671.0
path,26690.0,4674.0
path,26672.0,4682.0
path,26671.0,4686.0
path,26649.0,4705.0
path,26604.0,4740.0
path,26580.0,4755.0
path,26537.0,4787.0
path,26494.0,4824.0
path,26494.0,4830.0
path,26489.0,4840.0
path,26478.0,4850.0
path,26472.0,4850.0
path,26436.0,4871.0
path,26369.0,4917.0
path,26330.0,4949.0
path,26272.0,4991.0
path,26211.0,5024.0
path,26209.0,5016.0
