theta_L,theta_R,x,y
-95.39999999999947,45.00000000000142,-33.70406705345245,12.12369607073545
-95.39999999999947,46.80000000000143,-34.60346822517292,11.838735793716873
-95.39999999999947,48.600000000001444,-35.53270927232643,11.554696635726456
-95.39999999999947,50.400000000001455,-36.492444121298476,11.270429123619323
-95.39999999999947,52.20000000000147,-37.483225137630555,10.984702887296017
-95.39999999999947,54.00000000000148,-38.50549586876863,10.696211024751175
-95.39999999999947,55.80000000000149,-39.559584574917956,10.403575338221792
-95.39999999999947,57.6000000000015,-40.64569865343806,10.105352399006986
-93.59999999999945,18.00000000000125,-23.109519439558472,16.112141369431043
-93.59999999999945,19.800000000001262,-23.664002161527897,15.749585629715323
-93.59999999999945,21.600000000001273,-24.233156947395425,15.396278045525097
-93.59999999999945,23.400000000001285,-24.8181950653919,15.052298373994114
-93.59999999999945,25.200000000001296,-25.420350137760487,14.717662991995667
-93.59999999999945,27.000000000001307,-26.040871881208492,14.392320198889868
-93.59999999999945,28.80000000000132,-26.68101922524376,14.076145615252772
-93.59999999999945,30.60000000000133,-27.34205281938624,13.768937748639164
-93.59999999999945,32.40000000000134,-28.02522695477483,13.470413805009022
-93.59999999999945,34.20000000000135,-28.731780941657828,13.180205830930365
-93.59999999999945,36.000000000001364,-29.46293000128716,12.897857276603524
-93.59999999999945,37.800000000001376,-30.21985574832687,12.622820072672827
-93.59999999999945,39.60000000000139,-31.00369635741666,12.354452314256122
-93.59999999999945,41.4000000000014,-31.815536524277526,12.092016643244463
-93.59999999999945,43.20000000000141,-32.65639734692046,11.834679414398895
-93.59999999999945,45.00000000000142,-33.5272262652996,11.581510721928131
-93.59999999999945,46.80000000000143,-34.428887207344786,11.33148535104513
-93.59999999999945,48.600000000001444,-35.36215109499564,11.083484703635479
-93.59999999999945,50.400000000001455,-36.32768686506604,10.836299728974357
-93.59999999999945,52.20000000000147,-37.32605315610806,10.588634869947533
-93.59999999999945,54.00000000000148,-38.35769080377227,10.339113013173666
-93.59999999999945,55.80000000000149,-39.42291627359688,10.086281408644254
-93.59999999999945,57.6000000000015,-40.52191614209572,9.828618501932606
-93.59999999999945,59.40000000000151,-41.65474271511081,9.564541600639593
-91.79999999999944,18.00000000000125,-23.07302643354922,15.20611767670649
-91.79999999999944,19.800000000001262,-23.60952786526014,14.85874132279071
-91.79999999999944,21.600000000001273,-24.161626706719115,14.521925262032862
-91.79999999999944,23.400000000001285,-24.730603927201063,14.195777374328912
-91.79999999999944,25.200000000001296,-25.317764446614454,13.880338843593847
-91.79999999999944,27.000000000001307,-25.924430313978778,13.575578882362283
-91.79999999999944,28.80000000000132,-26.55193318285143,13.281389545629729
-91.79999999999944,30.60000000000133,-27.20160609803084,12.99758071726799
-91.79999999999944,32.40000000000134,-27.87477462541524,12.723875361706963
-91.79999999999944,34.20000000000135,-28.57274737615182,12.45990514155661
-91.79999999999944,36.000000000001364,-29.296805996671385,12.205206507865181
-91.79999999999944,37.800000000001376,-30.048194717194363,11.95921737316668
-91.79999999999944,39.60000000000139,-30.828109572004475,11.721274477800455
-91.79999999999944,41.4000000000014,-31.637687424273654,11.490611556694073
-91.79999999999944,43.20000000000141,-32.47799494547721,11.266358406526152
-91.79999999999944,45.00000000000142,-33.35001771342707,11.047540941737111
-91.79999999999944,46.80000000000143,-34.254649602701974,10.833082312257387
-91.79999999999944,48.600000000001444,-35.19268264592001,10.621805136343507
-91.79999999999944,50.400000000001455,-36.16479754325396,10.412434879077068
-91.79999999999944,52.20000000000147,-37.17155499046959,10.203604381656913
-91.79999999999944,54.00000000000148,-38.21338798255359,9.993859519584845
-91.79999999999944,55.80000000000149,-39.29059523100819,9.781665940348532
-91.79999999999944,57.6000000000015,-40.40333580880672,9.565416804469645
-91.79999999999944,59.40000000000151,-41.551625108817404,9.343441429034911
-91.79999999999944,61.20000000000152,-42.7353321704565,9.114014711205947
-91.79999999999944,63.000000000001535,-43.95417839683475,8.875367191675245
-89.99999999999943,18.00000000000125,-23.029323830351924,14.305320128063581
-89.99999999999943,19.800000000001262,-23.548150013531828,13.972766756539784
-89.99999999999943,21.600000000001273,-24.08349874456649,13.652146408889745
-89.99999999999943,23.400000000001285,-24.63672581362697,13.343599471162007
-89.99999999999943,25.200000000001296,-25.209212644977672,13.047195991914315
-89.99999999999943,27.000000000001307,-25.802358835325414,12.76292973442171
-89.99999999999943,28.80000000000132,-26.417573895045347,12.490712308774457
-89.99999999999943,30.60000000000133,-27.05626821104945,12.230367482300268
-89.99999999999943,32.40000000000134,-27.719843271394495,11.98162577836528
-89.99999999999943,34.20000000000135,-28.409681215077622,11.74411948348398
-89.99999999999943,36.000000000001364,-29.12713379515747,11.517378190026058
-89.99999999999943,37.800000000001376,-29.873510868478057,11.30082500587162
-89.99999999999943,39.60000000000139,-30.65006854977784,11.093773562397288
-89.99999999999943,41.4000000000014,-31.457997190614634,10.895425947560247
-89.99999999999943,43.20000000000141,-32.298409363029506,10.70487168114639
-89.99999999999943,45.00000000000142,-33.17232804290728,10.521087834267624
-89.99999999999943,46.80000000000143,-34.08067519739154,10.342940375042875
-89.99999999999943,48.600000000001444,-35.02426098349373,10.169186797511328
-89.99999999999943,50.400000000001455,-36.00377376054911,9.998480061988046
-89.99999999999943,52.20000000000147,-37.019771107141366,9.829373843371473
-89.99999999999943,54.00000000000148,-38.072672013734504,9.660329050706203
-89.99999999999943,55.80000000000149,-39.16275039615641,9.48972154812023
-89.99999999999943,57.6000000000015,-40.290130043361415,9.315850975688683
-89.99999999999943,59.40000000000151,-41.45478107701275,9.136950540368286
-89.99999999999943,61.20000000000152,-42.65651796208734,8.951197623268602
-89.99999999999943,63.000000000001535,-43.89499906876607,8.756725031272662
-89.99999999999943,64.80000000000155,-45.16972774817942,8.55163270913021
-88.19999999999942,18.00000000000125,-22.97842767853108,13.408039061557224
-88.19999999999942,19.800000000001262,-23.479836935935037,13.089965479931765
-88.19999999999942,21.600000000001273,-23.998697273136877,12.78526473919398
-88.19999999999942,23.400000000001285,-24.53644492283821,12.494114690793058
-88.19999999999942,25.200000000001296,-25.09454353734469,12.216618830395443
-88.19999999999942,27.000000000001307,-25.674475993009864,11.95279956331376
-88.19999999999942,28.80000000000132,-26.277735287713693,11.702591537188457
-88.19999999999942,30.60000000000133,-26.905814556058562,11.465835159090812
-88.19999999999942,32.40000000000134,-27.560196253059758,11.242270428734031
-88.19999999999942,34.20000000000135,-28.2423405855874,11.031531231750733
-88.19999999999942,36.000000000001364,-28.953673300763043,10.833140246003092
-88.19999999999942,37.800000000001376,-29.695572970720157,10.646504618604915
-88.19999999999942,39.60000000000139,-30.469357942172756,10.470912570806332
-88.19999999999942,41.4000000000014,-31.27627314549093,10.305531081338469
-88.19999999999942,43.20000000000141,-32.117476979785295,10.149404785719483
-88.19999999999942,45.00000000000142,-32.99402850622555,10.001456209212602
-88.19999999999942,46.80000000000143,-33.906875190040424,9.860487424855256
-88.19999999999942,48.600000000001444,-34.85684143126505,9.7251831959445
-88.19999999999942,50.400000000001455,-35.84461811469437,9.594115625730966
-88.19999999999942,52.20000000000147,-36.87075339058423,9.465750297392415
-88.19999999999942,54.00000000000148,-37.93564486996168,9.338453846508658
-88.19999999999942,55.80000000000149,-39.039533383085825,9.210502868277342
-88.19999999999942,57.6000000000015,-40.182498408314586,9.0800940246646
-88.19999999999942,59.40000000000151,-41.36445523345463,8.945355184489953
-88.19999999999942,61.20000000000152,-42.58515386492019,8.804357403707082
-88.19999999999942,63.000000000001535,-43.84417965408605,8.655127535045644
-88.19999999999942,64.80000000000155,-45.14095556732639,8.495661246380799
-88.19999999999942,66.60000000000156,-46.47474598833524,8.323936225816407
-88.19999999999942,68.40000000000157,-47.844661909928355,8.137925358094504
-86.39999999999941,18.00000000000125,-22.920290769238264,12.512485412023103
-86.39999999999941,19.800000000001262,-23.40449310664196,12.208558545782124
-86.39999999999941,21.600000000001273,-23.90708224223068,11.919518863325072
-86.39999999999941,23.400000000001285,-24.429581076183418,11.645587336156167
-86.39999999999941,25.200000000001296,-24.973541832746747,11.386906122900372
-86.39999999999941,27.000000000001307,-25.540537017628107,11.143530908143141
-86.39999999999941,28.80000000000132,-26.132149339502448,10.915423291728194
-86.39999999999941,30.60000000000133,-26.749960628231083,10.70244336914795
-86.39999999999941,32.40000000000134,-27.39553981453486,10.504342661922065
-86.39999999999941,34.20000000000135,-28.07043007081961,10.320757572186356
-86.39999999999941,36.000000000001364,-28.776135249354176,10.151203546745363
-86.39999999999941,37.800000000001376,-29.514105790424697,9.99507014121751
-86.39999999999941,39.60000000000139,-30.285724307510097,9.851617173378475
-86.39999999999941,41.4000000000014,-31.092291086828695,9.719972145402753
-86.39999999999941,43.20000000000141,-31.935009762640536,9.599129096812874
-86.39999999999941,45.00000000000142,-32.81497344542526,9.487949023473575
-86.39999999999941,46.80000000000143,-33.733151585800215,9.385161963403775
-86.39999999999941,48.600000000001444,-34.69037785162281,9.289370808646417
-86.39999999999941,50.400000000001455,-35.68733927863521,9.1990568556469
-86.39999999999941,52.20000000000147,-36.724566926545556,9.112587056777262
-86.39999999999941,54.00000000000148,-37.80242823369478,9.028222885381647
-86.39999999999941,55.80000000000149,-38.92112121628723,8.944130678737814
-86.39999999999941,57.6000000000015,-40.08067060504324,8.858393280273557
-86.39999999999941,59.40000000000151,-41.28092595596479,8.769022766582959
-86.39999999999941,61.20000000000152,-42.521561715746415,8.673974018073352
-86.39999999999941,63.000000000001535,-43.80207916919481,8.571158875613554
-86.39999999999941,64.80000000000155,-45.121810148464434,8.458460619776009
-86.39999999999941,66.60000000000156,-46.4799223440797,8.333748513885471
-86.39999999999941,68.40000000000157,-47.875426027024574,8.1948921661548
-86.39999999999941,70.20000000000158,-49.307181970354165,8.039775488235087
-84.5999999999994,18.00000000000125,-22.854797795836692,11.616766942478852
-84.5999999999994,19.800000000001262,-23.32195354819447,11.326660200092228
-84.5999999999994,21.600000000001273,-23.80844305703751,11.05303809248298
-84.5999999999994,23.400000000001285,-24.315882841981328,10.79617121069983
-84.5999999999994,25.200000000001296,-24.845920789247998,10.556246361123467
-84.5999999999994,27.000000000001307,-25.40022612460032,10.333357805495389
-84.5999999999994,28.80000000000132,-25.98047819818839,10.127498529317284
-84.5999999999994,30.60000000000133,-26.588354124550857,9.938551708959933
-84.5999999999994,32.40000000000134,-27.22551536090513,9.766282570951084
-84.5999999999994,34.20000000000135,-27.893593350049088,9.610330856154107
-84.5999999999994,36.000000000001364,-28.594174398933305,9.470204115060977
-84.5999999999994,37.800000000001376,-29.32878400802309,9.345272066384009
-84.5999999999994,39.60000000000139,-30.098870907368166,9.234762247912847
-84.5999999999994,41.4000000000014,-30.90579109003911,9.137757174968087
-84.5999999999994,43.20000000000141,-31.750792159497028,9.05319319705872
-84.5999999999994,45.00000000000142,-32.63499832202797,8.979861207604104
-84.5999999999994,46.80000000000143,-33.55939635664055,8.916409315712272
-84.5999999999994,48.600000000001444,-34.52482288162183,8.861347534774897
-84.5999999999994,50.400000000001455,-35.5319532091042,8.813054482608928
-84.5999999999994,52.20000000000147,-36.581292037408524,8.76978602521738
-84.5999999999994,54.00000000000148,-37.67316617757909,8.729685734517439
-84.5999999999994,55.80000000000149,-38.807719448312696,8.690796973204176
-84.5999999999994,57.6000000000015,-39.984909805993254,8.651076370625438
-84.5999999999994,59.40000000000151,-41.20450870772605,8.608408414904924
-84.5999999999994,61.20000000000152,-42.46610263905687,8.560620860511097
-84.5999999999994,63.000000000001535,-43.769096678047084,8.505500637998464
-84.5999999999994,64.80000000000155,-45.11271991649341,8.440809953715416
-84.5999999999994,66.60000000000156,-46.49603251939654,8.364302280900983
-84.5999999999994,68.40000000000157,-47.917934176419706,8.27373796803352
-84.5999999999994,70.20000000000158,-49.37717368419955,8.166899223245778
-84.5999999999994,72.00000000000159,-50.87235939529813,8.041604272482004
-82.79999999999939,18.00000000000125,-22.781758577844634,10.71885982191797
-82.79999999999939,19.800000000001262,-23.23197616478133,10.442248725653311
-82.79999999999939,21.600000000001273,-23.70249010440982,10.183812793867517
-82.79999999999939,23.400000000001285,-24.195018367505654,9.943879770631655
-82.79999999999939,25.200000000001296,-24.71131249411463,9.722688035375922
-82.79999999999939,27.000000000001307,-25.253146413885066,9.520376530111303
-82.79999999999939,28.80000000000132,-25.822303897449686,9.336974686157781
-82.79999999999939,30.60000000000133,-26.420564696495973,9.172392558739613
-82.79999999999939,32.40000000000134,-27.049689480074946,9.026411407338605
-82.79999999999939,34.20000000000135,-27.711403728440224,8.898674983985387
-82.79999999999939,36.000000000001364,-28.407380800843356,8.788681808201154
-82.79999999999939,37.800000000001376,-29.139224447169195,8.695778713612063
-82.79999999999939,39.60000000000139,-29.908451081580086,8.619155945214132
-82.79999999999939,41.4000000000014,-30.716472175732505,8.557844066306222
-82.79999999999939,43.20000000000141,-31.564577156073533,8.51071289955593
-82.79999999999939,45.00000000000142,-32.45391720114447,8.476472677895119
-82.79999999999939,46.80000000000143,-33.38549032854546,8.45367751954659
-82.79999999999939,48.600000000001444,-34.36012813626887,8.440731270225378
-82.79999999999939,50.400000000001455,-35.3784845199507,8.435895678245783
-82.79999999999939,52.20000000000147,-36.44102662814267,8.437300789437128
-82.79999999999939,54.00000000000148,-37.54802824528751,8.442957373306436
-82.79999999999939,55.80000000000149,-38.699565711072054,8.450771124521145
-82.79999999999939,57.6000000000015,-39.895516400305254,8.458558328653165
-82.79999999999939,59.40000000000151,-41.13555970465554,8.464062641362311
-82.79999999999939,61.20000000000152,-42.41918038138516,8.464972607650484
-82.79999999999939,63.000000000001535,-43.745674068764224,8.458939542953141
-82.79999999999939,64.80000000000155,-45.11415471614305,8.443595409750298
-82.79999999999939,66.60000000000156,-46.523563640442696,8.416570350036517
-82.79999999999939,68.40000000000157,-47.972679900515125,8.375509572477164
-82.79999999999939,70.20000000000158,-49.46013167567466,8.318089339995243
-82.79999999999939,72.00000000000159,-50.98440834300791,8.242031855328372
-82.79999999999939,73.8000000000016,-52.54387296747498,8.145118895404778
-80.99999999999937,18.00000000000125,-22.700898862390613,9.81657413900189
-80.99999999999937,19.800000000001262,-23.134231464893553,9.553130956722004
-80.99999999999937,21.600000000001273,-23.58884349888195,9.309658217823536
-80.99999999999937,23.400000000001285,-24.06656328902542,9.086549629474241
-80.99999999999937,25.200000000001296,-24.569255117989766,8.884103229968256
-80.99999999999937,27.000000000001307,-25.09880668663281,8.702509734667984
-80.99999999999937,28.80000000000132,-25.65711498874513,8.541840843843424
-80.99999999999937,30.60000000000133,-26.2460706775913,8.402037770032052
-80.99999999999937,32.40000000000134,-26.867541064505023,8.28290028056825
-80.99999999999937,34.20000000000135,-27.52335195718211,8.184076581766448
-80.99999999999937,36.000000000001364,-28.21526861365402,8.105054391404341
-80.99999999999937,37.800000000001376,-28.944976152955775,8.045153552290843
-80.99999999999937,39.60000000000139,-29.714059820441555,8.00352052898297
-80.99999999999937,41.4000000000014,-30.52398554961723,7.979125100233277
-80.99999999999937,43.20000000000141,-31.376081288682975,7.970759510908493
-80.99999999999937,45.00000000000142,-32.27151956503975,7.977040279918526
-80.99999999999937,46.80000000000143,-33.211301742561474,7.996412777841773
-80.99999999999937,48.600000000001444,-34.19624438403562,8.027158593772684
-80.99999999999937,50.400000000001455,-35.226968066427744,8.067405611110011
-80.99999999999937,52.20000000000147,-36.30388891311334,8.115140613026
-80.99999999999937,54.00000000000148,-37.427213010237764,8.168224146851125
-80.99999999999937,55.80000000000149,-38.596933770366256,8.224407298680626
-80.99999999999937,57.6000000000015,-39.81283220253998,8.281349970100996
-80.99999999999937,59.40000000000151,-41.07447995048957,8.336640211318612
-80.99999999999937,61.20000000000152,-42.38124487590618,8.387814150504804
-80.99999999999937,63.000000000001535,-43.732298895740975,8.43237606725229
-80.99999999999937,64.80000000000155,-45.12662773416437,8.467818186344134
-80.99999999999937,66.60000000000156,-46.56304222194176,8.491639812908682
-80.99999999999937,68.40000000000157,-48.04019076777307,8.5013654869865
-80.99999999999937,70.20000000000158,-49.55657263545419,8.494561899770808
-80.99999999999937,72.00000000000159,-51.11055168445407,8.468853380687566
-80.99999999999937,73.8000000000016,-52.7003702660646,8.421935829980573
-80.99999999999937,75.60000000000161,-54.32416300896007,8.351589032293004
-79.19999999999936,18.00000000000125,-22.61184802511724,8.90751144078812
-79.19999999999936,19.800000000001262,-23.028288920977474,8.656898449030146
-79.19999999999936,21.600000000001273,-23.46701822809848,8.428169698837767
-79.19999999999936,23.400000000001285,-23.92998484169734,8.221795262692291
-79.19999999999936,25.200000000001296,-24.419176220954277,8.038142370355342
-79.19999999999936,27.000000000001307,-24.93660423039413,7.877461833090034
-79.19999999999936,28.80000000000132,-25.48428913449927,7.739874380780318
-79.19999999999936,30.60000000000133,-26.06424184976973,7.625357234252155
-79.19999999999936,32.40000000000134,-26.67844463873087,7.533731284522044
-79.19999999999936,34.20000000000135,-27.32883051559724,7.4646492900757435
-79.19999999999936,36.000000000001364,-28.01726171851496,7.417585527724464
-79.19999999999936,37.800000000001376,-28.74550768255688,7.391827337490009
-79.19999999999936,39.60000000000139,-29.515223014353737,7.386468983574577
-79.19999999999936,41.4000000000014,-30.327926016845826,7.400408209502732
-79.19999999999936,43.20000000000141,-31.18497833532922,7.432345795713491
-79.19999999999936,45.00000000000142,-32.08756628950863,7.480788334353679
-79.19999999999936,46.80000000000143,-33.036684418655575,7.544054323355196
-79.19999999999936,48.600000000001444,-34.03312169893086,7.620283556875206
-79.19999999999936,50.400000000001455,-35.07745079704008,7.707449660258543
-79.19999999999936,52.20000000000147,-36.17002060883323,7.803375494041536
-79.19999999999936,54.00000000000148,-37.310952203408505,7.905751042089118
-79.19999999999936,55.80000000000149,-38.50013816198043,8.012153311411609
-79.19999999999936,57.6000000000015,-39.737245175517124,8.120067711110533
-79.19999999999936,59.40000000000151,-41.02171965423612,8.226910348165209
-79.19999999999936,61.20000000000152,-42.35279601196554,8.330050678504728
-79.19999999999936,63.000000000001535,-43.729507223260384,8.426833980510896
-79.19999999999936,64.80000000000155,-45.150697212626966,8.51460317018605
-79.19999999999936,66.60000000000156,-46.61503462248107,8.590719546741447
-79.19999999999936,68.40000000000157,-48.1210275168245,8.65258213776597
-79.19999999999936,70.20000000000158,-49.66703860697261,8.697645398012801
-79.19999999999936,72.00000000000159,-51.25130062915011,8.723435099486439
-79.19999999999936,73.8000000000016,-52.87193155640101,8.727562328333336
-79.19999999999936,75.60000000000161,-54.526949384347574,8.707735572726
-79.19999999999936,77.40000000000163,-56.21428628787431,8.661770943483688
-77.39999999999935,18.00000000000125,-22.514122717826137,7.989011667478793
-77.39999999999935,19.800000000001262,-22.913598907476075,7.750872522005304
-77.39999999999935,21.600000000001273,-23.336404541932787,7.536666324871643
-77.39999999999935,23.400000000001285,-23.784620930811283,7.346951924888712
-77.39999999999935,25.200000000001296,-24.260370809272683,7.1821771009590005
-77.39999999999935,27.000000000001307,-24.765802234571396,7.042662627682039
-77.39999999999935,28.80000000000132,-25.30307031749368,6.928586189864054
-77.39999999999935,30.60000000000133,-25.874316930328366,6.839966554393252
