type,x,y
path,25456.0,16589.0
path,25473.0,16532.0
path,25493.0,16426.0
path,25500.0,16324.0
path,25490.0,16327.0
path,25455.0,16417.0
path,25417.0,16548.0
path,25415.0,16569.0
path,25439.0,16567.0
path,25470.0,16538.0
path,25470.0,16538.0
path,23368.0,16519.0
path,23368.0,16494.0
path,23364.0,16449.0
path,23354.0,16404.0
path,23349.0,16404.0
path,23339.0,16424.0
path,23329.0,16469.0
path,23329.0,16494.0
path,23334.0,16539.0
path,23344.0,16584.0
path,23350.0,16584.0
path,23360.0,16564.0
path,23370.0,16519.0
path,23370.0,16519.0
path,25651.0,16532.0
path,25658.0,16520.0
path,25670.0,16461.0
path,25683.0,16357.0
path,25685.0,16284.0
path,25691.0,16195.0
path,25729.0,16045.0
path,25748.0,16007.0
path,25789.0,15912.0
path,25837.0,15785.0
path,25845.0,15753.0
path,25862.0,15693.0
path,25884.0,15630.0
path,25888.0,15627.0
path,25896.0,15604.0
path,25904.0,15559.0
path,25904.0,15537.0
path,25909.0,15498.0
path,25920.0,15459.0
path,25927.0,15459.0
path,25937.0,15445.0
path,25944.0,15408.0
path,25941.0,15382.0
path,25943.0,15333.0
path,25958.0,15260.0
path,25989.0,15204.0
path,26027.0,15142.0
path,26096.0,15086.0
path,26114.0,15090.0
path,26142.0,15091.0
path,26170.0,15084.0
path,26170.0,15078.0
path,26175.0,15074.0
path,26186.0,15080.0
path,26202.0,15106.0
path,26229.0,15126.0
path,26254.0,15112.0
path,26253.0,15083.0
path,26256.0,15049.0
path,26299.0,14993.0
path,26301.0,14992.0
path,26298.0,14984.0
path,26288.0,14968.0
path,26279.0,14960.0
path,26215.0,14942.0
path,26066.0,14916.0
path,25990.0,14908.0
path,25845.0,14889.0
path,25688.0,14862.0
path,25659.0,14844.0
path,25626.0,14826.0
path,25593.0,14832.0
path,25593.0,14843.0
path,25590.0,14863.0
path,25583.0,14883.0
path,25578.0,14883.0
path,25560.0,14886.0
path,25530.0,14892.0
path,25512.0,14897.0
path,25487.0,14897.0
path,25450.0,14867.0
path,25439.0,14839.0
path,25418.0,14803.0
path,25378.0,14767.0
path,25321.0,14767.0
path,25163.0,14708.0
path,24981.0,14602.0
path,24963.0,14569.0
path,24945.0,14485.0
path,24944.0,14401.0
path,24964.0,14401.0
path,25001.0,14353.0
path,25027.0,14277.0
path,25015.0,14243.0
path,25004.0,14199.0
path,25009.0,14155.0
path,25026.0,14155.0
path,25056.0,14124.0
path,25073.0,14084.0
path,25061.0,14077.0
path,25058.0,14027.0
path,25068.0,13977.0
path,25073.0,13977.0
path,25098.0,13952.0
path,25143.0,13896.0
path,25182.0,13835.0
path,25255.0,13749.0
path,25397.0,13644.0
path,25423.0,13638.0
path,25475.0,13623.0
path,25532.0,13603.0
path,25548.0,13591.0
path,25783.0,13568.0
path,26018.0,13556.0
path,26018.0,13562.0
path,26061.0,13571.0
path,26165.0,13580.0
path,26237.0,13579.0
path,26346.0,13582.0
path,26463.0,13594.0
path,26470.0,13600.0
path,26493.0,13612.0
path,26528.0,13624.0
path,26540.0,13624.0
path,26575.0,13631.0
path,26625.0,13646.0
path,26658.0,13663.0
path,26712.0,13682.0
path,26766.0,13687.0
path,26766.0,13674.0
path,26678.0,13622.0
path,26577.0,13577.0
path,26572.0,13581.0
path,26556.0,13583.0
path,26533.0,13579.0
path,26512.0,13562.0
path,26276.0,13529.0
path,25915.0,13501.0
path,25851.0,13504.0
path,25753.0,13506.0
path,25673.0,13504.0
path,25735.0,13487.0
path,26053.0,13475.0
path,26494.0,13484.0
path,26558.0,13495.0
path,26681.0,13520.0
path,26811.0,13551.0
path,26821.0,13559.0
path,26838.0,13566.0
path,26867.0,13562.0
path,26888.0,13541.0
path,26907.0,13514.0
path,26900.0,13488.0
path,26887.0,13489.0
path,26811.0,13481.0
path,26670.0,13461.0
path,26454.0,13423.0
path,25968.0,13397.0
path,25371.0,13425.0
path,25349.0,13436.0
path,25307.0,13451.0
path,25261.0,13461.0
path,25253.0,13447.0
path,25229.0,13436.0
path,25205.0,13441.0
path,25205.0,13449.0
path,25215.0,13467.0
path,25236.0,13488.0
path,25252.0,13493.0
path,25270.0,13502.0
path,25279.0,13517.0
path,25272.0,13522.0
path,25252.0,13528.0
path,25225.0,13531.0
path,25196.0,13520.0
path,25033.0,13664.0
path,24870.0,13852.0
path,24870.0,13862.0
path,24879.0,13890.0
path,24899.0,13929.0
path,24922.0,13952.0
path,24953.0,14033.0
path,24966.0,14120.0
path,24957.0,14123.0
path,24944.0,14115.0
path,24931.0,14079.0
path,24931.0,14035.0
path,24927.0,13986.0
path,24901.0,13959.0
path,24885.0,13976.0
path,24866.0,14012.0
path,24862.0,14048.0
path,24878.0,14048.0
path,24890.0,14091.0
path,24884.0,14159.0
path,24861.0,14192.0
path,24802.0,14236.0
path,24660.0,14279.0
path,24603.0,14278.0
path,24520.0,14272.0
path,24400.0,14246.0
path,24374.0,14232.0
path,24333.0,14207.0
path,24300.0,14182.0
path,24311.0,14182.0
path,24323.0,14170.0
path,24329.0,14113.0
path,24325.0,14081.0
path,24316.0,14002.0
path,24306.0,13897.0
path,24304.0,13840.0
path,24276.0,13741.0
path,24161.0,13556.0
path,24091.0,13486.0
path,23955.0,13385.0
path,23723.0,13275.0
path,23671.0,13270.0
path,23613.0,13266.0
path,23555.0,13279.0
path,23555.0,13300.0
path,23605.0,13354.0
path,23686.0,13408.0
path,23740.0,13408.0
path,23869.0,13461.0
path,24069.0,13602.0
path,24095.0,13635.0
path,24123.0,13675.0
path,24141.0,13744.0
path,24131.0,13770.0
path,24122.0,13805.0
path,24127.0,13853.0
path,24141.0,13867.0
path,24159.0,13882.0
path,24184.0,13885.0
path,24190.0,13875.0
path,24200.0,13865.0
path,24216.0,13864.0
path,24220.0,13870.0
path,24233.0,13879.0
path,24254.0,13885.0
path,24269.0,13879.0
path,24308.0,13942.0
path,24333.0,14019.0
path,24322.0,14030.0
path,24287.0,14010.0
path,24251.0,13964.0
path,24251.0,13953.0
path,24245.0,13931.0
path,24231.0,13906.0
path,24223.0,13903.0
path,24211.0,13904.0
path,24202.0,13913.0
path,24205.0,13921.0
path,24204.0,13942.0
path,24195.0,13972.0
path,24178.0,13992.0
path,24171.0,14041.0
path,24189.0,14090.0
path,24199.0,14090.0
path,24222.0,14100.0
path,24252.0,14121.0
path,24268.0,14152.0
path,24285.0,14241.0
path,24287.0,14330.0
path,24280.0,14330.0
path,24260.0,14342.0
path,24230.0,14368.0
path,24221.0,14382.0
path,24195.0,14412.0
path,24158.0,14447.0
path,24146.0,14452.0
path,24118.0,14465.0
path,24082.0,14483.0
path,24029.0,14513.0
path,23947.0,14554.0
path,23840.0,14595.0
path,23825.0,14595.0
path,23772.0,14602.0
path,23689.0,14617.0
path,23659.0,14625.0
path,23584.0,14640.0
path,23484.0,14655.0
path,23448.0,14655.0
path,23400.0,14660.0
path,23333.0,14688.0
path,23311.0,14715.0
path,23289.0,14742.0
path,23243.0,14742.0
path,23226.0,14722.0
path,23192.0,14694.0
path,23136.0,14666.0
path,23107.0,14666.0
path,22858.0,14624.0
path,22565.0,14568.0
path,22553.0,14565.0
path,22535.0,14565.0
path,22517.0,14574.0
path,22517.0,14585.0
path,22554.0,14606.0
path,22692.0,14647.0
path,22767.0,14661.0
path,22916.0,14687.0
path,23080.0,14713.0
path,23105.0,14713.0
path,23163.0,14735.0
path,23221.0,14774.0
path,23221.0,14785.0
path,23268.0,14816.0
path,23338.0,14847.0
path,23349.0,14847.0
path,23369.0,14843.0
path,23389.0,14833.0
path,23389.0,14828.0
path,23380.0,14818.0
path,23360.0,14808.0
path,23340.0,14808.0
path,23320.0,14807.0
path,23322.0,14783.0
path,23339.0,14765.0
path,23377.0,14740.0
path,23460.0,14710.0
path,23638.0,14692.0
path,23932.0,14634.0
path,24279.0,14516.0
path,24317.0,14473.0
path,24355.0,14430.0
path,24387.0,14420.0
path,24379.0,14460.0
path,24391.0,14504.0
path,24418.0,14509.0
path,24428.0,14483.0
path,24438.0,14457.0
path,24555.0,14437.0
path,24616.0,14440.0
path,24742.0,14442.0
path,24894.0,14438.0
path,24929.0,14430.0
path,24975.0,14423.0
path,25024.0,14426.0
path,25035.0,14460.0
path,25114.0,14545.0
path,25250.0,14647.0
path,25332.0,14672.0
path,25421.0,14701.0
path,25516.0,14758.0
path,25523.0,14788.0
path,25590.0,14828.0
path,25675.0,14843.0
path,25685.0,14830.0
path,25712.0,14817.0
path,25869.0,14818.0
path,26015.0,14834.0
path,26161.0,14850.0
path,26296.0,14890.0
path,26289.0,14906.0
path,26273.0,14927.0
path,26245.0,14945.0
path,26194.0,14928.0
path,26056.0,15021.0
path,25932.0,15177.0
path,25936.0,15195.0
path,25938.0,15224.0
path,25934.0,15253.0
path,25928.0,15253.0
path,25917.0,15261.0
path,25906.0,15280.0
path,25906.0,15299.0
path,25908.0,15318.0
path,25816.0,15323.0
path,25783.0,15318.0
path,25735.0,15315.0
path,25687.0,15320.0
path,25687.0,15326.0
path,25693.0,15338.0
path,25706.0,15351.0
path,25712.0,15351.0
path,25729.0,15353.0
path,25751.0,15356.0
path,25757.0,15357.0
path,25788.0,15362.0
path,25846.0,15371.0
path,25891.0,15379.0
path,25948.0,15400.0
path,25986.0,15442.0
path,25982.0,15447.0
path,25966.0,15485.0
path,25940.0,15558.0
path,25931.0,15594.0
path,25904.0,15675.0
path,25864.0,15775.0
path,25834.0,15821.0
path,25789.0,15925.0
path,25745.0,16092.0
path,25746.0,16119.0
path,25744.0,16184.0
path,25738.0,16268.0
path,25725.0,16327.0
path,25690.0,16337.0
path,25655.0,16259.0
path,25655.0,16205.0
path,25652.0,16132.0
path,25640.0,16063.0
path,25633.0,16065.0
path,25620.0,16074.0
path,25608.0,16089.0
path,25609.0,16096.0
path,25611.0,16139.0
path,25614.0,16220.0
path,25615.0,16268.0
path,25621.0,16342.0
path,25638.0,16427.0
path,25660.0,16449.0
path,25701.0,16469.0
path,25756.0,16463.0
path,25756.0,16463.0
path,24949.0,16405.0
path,24980.0,16313.0
path,25020.0,16162.0
path,25047.0,15979.0
path,25040.0,15961.0
path,25025.0,15919.0
path,25007.0,15864.0
path,25000.0,15835.0
path,24922.0,15751.0
path,24763.0,15629.0
path,24678.0,15588.0
path,24585.0,15535.0
path,24535.0,15461.0
path,24554.0,15452.0
path,24592.0,15436.0
path,24635.0,15420.0
path,24641.0,15420.0
path,24659.0,15411.0
path,24687.0,15391.0
path,24697.0,15380.0
path,24723.0,15360.0
path,24760.0,15340.0
path,24770.0,15340.0
path,24788.0,15333.0
path,24806.0,15318.0
path,24806.0,15297.0
path,24757.0,15288.0
path,24685.0,15305.0
path,24671.0,15320.0
path,24647.0,15338.0
path,24598.0,15351.0
path,24571.0,15345.0
path,24540.0,15340.0
path,24514.0,15349.0
path,24531.0,15394.0
path,24435.0,15437.0
path,24297.0,15435.0
path,24271.0,15407.0
path,24228.0,15382.0
path,24198.0,15387.0
path,24203.0,15397.0
path,24210.0,15420.0
path,24216.0,15449.0
path,24215.0,15456.0
path,24241.0,15470.0
path,24309.0,15488.0
path,24366.0,15494.0
path,24436.0,15504.0
path,24510.0,15530.0
path,24513.0,15541.0
path,24531.0,15566.0
path,24565.0,15596.0
path,24618.0,15616.0
path,24803.0,15719.0
path,24993.0,15838.0
path,24995.0,15847.0
path,25007.0,15880.0
path,25027.0,15933.0
path,25043.0,15970.0
path,25053.0,16057.0
path,25036.0,16210.0
path,25031.0,16221.0
path,25020.0,16254.0
path,25005.0,16302.0
path,24996.0,16343.0
path,25010.0,16373.0
path,25039.0,16360.0
path,25039.0,16360.0
path,24985.0,16374.0
path,24985.0,16371.0
path,24977.0,16352.0
path,24960.0,16317.0
path,24947.0,16296.0
path,24922.0,16267.0
path,24877.0,16238.0
path,24862.0,16238.0
path,24834.0,16243.0
path,24806.0,16253.0
path,24806.0,16259.0
path,24814.0,16269.0
path,24833.0,16279.0
path,24843.0,16279.0
path,24869.0,16290.0
path,24904.0,16315.0
path,24919.0,16338.0
path,24955.0,16372.0
path,24991.0,16391.0
path,24991.0,16391.0
path,23871.0,16315.0
path,23871.0,16308.0
path,23837.0,16258.0
path,23762.0,16162.0
path,23721.0,16117.0
path,23646.0,16031.0
path,23571.0,15941.0
path,23571.0,15932.0
path,23515.0,15860.0
path,23451.0,15788.0
path,23448.0,15788.0
path,23442.0,15813.0
path,23436.0,15868.0
path,23436.0,15898.0
path,23441.0,15953.0
path,23451.0,16008.0
path,23457.0,16008.0
path,23467.0,15993.0
path,23477.0,15961.0
path,23478.0,15928.0
path,23479.0,15895.0
path,23502.0,15898.0
path,23528.0,15939.0
path,23686.0,16128.0
path,23855.0,16317.0
path,23860.0,16317.0
path,23868.0,16311.0
path,23876.0,16299.0
path,23876.0,16299.0
path,25641.0,16189.0
path,25636.0,16160.0
path,25627.0,16082.0
path,25618.0,15973.0
path,25617.0,15935.0
path,25610.0,15872.0
path,25593.0,15797.0
path,25582.0,15785.0
path,25561.0,15732.0
path,25533.0,15619.0
path,25523.0,15529.0
path,25508.0,15419.0
path,25482.0,15320.0
path,25472.0,15330.0
path,25490.0,15543.0
path,25521.0,15772.0
path,25529.0,15780.0
path,25543.0,15812.0
path,25557.0,15865.0
path,25557.0,15918.0
path,25580.0,16084.0
path,25614.0,16250.0
path,25619.0,16250.0
path,25624.0,16228.0
path,25625.0,16176.0
path,25625.0,16176.0
path,24466.0,16128.0
path,24465.0,16074.0
path,24459.0,15980.0
path,24445.0,15878.0
path,24427.0,15860.0
path,24404.0,15855.0
path,24393.0,15885.0
path,24401.0,15909.0
path,24409.0,15950.0
path,24409.0,16014.0
path,24401.0,16036.0
path,24393.0,16070.0
path,24392.0,16106.0
path,24397.0,16108.0
path,24405.0,16116.0
path,24409.0,16129.0
path,24402.0,16141.0
path,24407.0,16190.0
path,24423.0,16239.0
path,24427.0,16239.0
path,24434.0,16199.0
path,24440.0,16109.0
path,24440.0,16109.0
path,24774.0,16193.0
path,24774.0,16179.0
path,24749.0,16128.0
path,24700.0,16054.0
path,24684.0,16040.0
path,24641.0,16001.0
path,24579.0,15945.0
path,24560.0,15928.0
path,24522.0,15891.0
path,24478.0,15845.0
path,24403.0,15732.0
path,24308.0,15596.0
path,24213.0,15491.0
path,24213.0,15518.0
path,24276.0,15629.0
path,24416.0,15814.0
path,24460.0,15857.0
path,24540.0,15940.0
path,24620.0,16030.0
path,24620.0,16037.0
path,24627.0,16049.0
path,24642.0,16061.0
path,24650.0,16061.0
path,24665.0,16058.0
path,24680.0,16052.0
path,24680.0,16052.0
path,25658.0,15995.0
path,25675.0,15951.0
path,25745.0,15844.0
path,25834.0,15737.0
path,25853.0,15737.0
path,25869.0,15718.0
path,25865.0,15691.0
path,25853.0,15686.0
path,25825.0,15693.0
path,25768.0,15733.0
path,25745.0,15759.0
path,25698.0,15806.0
path,25645.0,15853.0
path,25638.0,15853.0
path,25625.0,15858.0
path,25612.0,15868.0
path,25612.0,15874.0
path,25616.0,15884.0
path,25625.0,15894.0
path,25631.0,15894.0
path,25637.0,15906.0
path,25637.0,15938.0
path,25626.0,15979.0
path,25615.0,16019.0
path,25617.0,16055.0
path,25623.0,16053.0
path,25641.0,16032.0
path,25668.0,15991.0
path,25668.0,15991.0
path,26099.0,16002.0
path,26105.0,15984.0
path,26115.0,15923.0
path,26125.0,15827.0
path,26124.0,15771.0
path,26126.0,15704.0
path,26151.0,15613.0
path,26165.0,15598.0
path,26191.0,15568.0
path,26217.0,15534.0
path,26217.0,15520.0
path,26191.0,15513.0
path,26149.0,15525.0
path,26128.0,15550.0
path,26078.0,15675.0
path,26040.0,15804.0
path,26063.0,15812.0
path,26062.0,15904.0
path,26035.0,15996.0
path,26028.0,15996.0
path,26015.0,16001.0
path,26002.0,16011.0
path,26002.0,16017.0
path,26013.0,16027.0
path,26037.0,16037.0
path,26056.0,16037.0
path,26083.0,16029.0
path,26118.0,15997.0
path,26118.0,15997.0
path,25037.0,15941.0
path,25034.0,15931.0
path,25035.0,15908.0
path,25044.0,15878.0
path,25059.0,15864.0
path,25076.0,15832.0
path,25080.0,15800.0
path,25075.0,15800.0
path,25061.0,15807.0
path,25040.0,15821.0
path,25030.0,15834.0
path,25010.0,15843.0
path,24945.0,15816.0
path,24891.0,15773.0
path,24753.0,15676.0
path,24604.0,15579.0
path,24601.0,15579.0
path,24595.0,15585.0
path,24589.0,15598.0
path,24589.0,15605.0
path,24617.0,15633.0
path,24680.0,15680.0
path,24714.0,15699.0
path,24796.0,15754.0
path,24903.0,15835.0
path,24951.0,15886.0
path,25016.0,15946.0
path,25074.0,15977.0
path,25074.0,15977.0
path,26106.0,15973.0
path,26106.0,15960.0
path,26100.0,15925.0
path,26086.0,15875.0
path,26068.0,15841.0
path,26038.0,15716.0
path,26019.0,15575.0
path,26031.0,15558.0
path,26041.0,15389.0
path,26039.0,15215.0
path,26028.0,15212.0
path,26015.0,15233.0
path,25999.0,15425.0
path,25997.0,15502.0
path,25998.0,15609.0
path,26012.0,15739.0
path,26021.0,15756.0
path,26038.0,15794.0
path,26055.0,15842.0
path,26055.0,15851.0
path,26060.0,15868.0
path,26070.0,15885.0
path,26076.0,15885.0
path,26086.0,15875.0
path,26096.0,15853.0
path,26096.0,15853.0
path,24506.0,15850.0
path,24506.0,15834.0
path,24445.0,15723.0
path,24371.0,15610.0
path,24349.0,15605.0
path,24329.0,15607.0
path,24348.0,15670.0
path,24377.0,15716.0
path,24432.0,15786.0
path,24487.0,15836.0
path,24487.0,15836.0
path,25647.0,15830.0
path,25647.0,15813.0
path,25585.0,15724.0
path,25508.0,15635.0
path,25488.0,15635.0
path,25471.0,15642.0
path,25494.0,15698.0
path,25530.0,15741.0
path,25584.0,15796.0
path,25638.0,15829.0
path,25638.0,15829.0
path,25189.0,15700.0
path,25203.0,15644.0
path,25228.0,15582.0
path,25267.0,15557.0
path,25272.0,15571.0
path,25286.0,15596.0
path,25306.0,15621.0
path,25320.0,15621.0
path,25333.0,15607.0
path,25326.0,15550.0
path,25316.0,15529.0
path,25298.0,15490.0
path,25280.0,15450.0
path,25279.0,15449.0
path,25269.0,15449.0
path,25247.0,15452.0
path,25232.0,15456.0
path,25210.0,15472.0
path,25184.0,15514.0
path,25181.0,15535.0
path,25172.0,15587.0
path,25160.0,15657.0
path,25148.0,15710.0
path,25160.0,15747.0
path,25186.0,15729.0
path,25186.0,15729.0
path,26663.0,15732.0
path,26683.0,15642.0
path,26706.0,15499.0
path,26718.0,15321.0
path,26706.0,15285.0
path,26676.0,15238.0
path,26646.0,15219.0
path,26646.0,15227.0
path,26651.0,15251.0
path,26661.0,15285.0
path,26671.0,15303.0
path,26674.0,15392.0
path,26658.0,15570.0
path,26654.0,15590.0
path,26651.0,15622.0
path,26655.0,15654.0
path,26660.0,15654.0
path,26675.0,15633.0
path,26695.0,15586.0
path,26695.0,15586.0
path,25167.0,15620.0
path,25167.0,15590.0
path,25111.0,15498.0
path,25034.0,15413.0
path,25030.0,15415.0
path,25005.0,15405.0
path,24960.0,15378.0
path,24907.0,15336.0
path,24764.0,15295.0
path,24577.0,15298.0
path,24555.0,15319.0
path,24551.0,15345.0
path,24584.0,15353.0
path,24638.0,15327.0
path,24738.0,15306.0
path,24879.0,15321.0
path,24937.0,15372.0
path,24980.0,15439.0
path,24955.0,15463.0
path,24916.0,15438.0
path,24846.0,15406.0
path,24776.0,15389.0
path,24776.0,15401.0
path,24879.0,15463.0
path,25007.0,15525.0
path,25022.0,15525.0
path,25044.0,15519.0
path,25066.0,15499.0
path,25066.0,15469.0
path,25089.0,15445.0
path,25131.0,15455.0
path,25145.0,15479.0
path,25183.0,15520.0
path,25221.0,15547.0
path,25221.0,15547.0
path,25471.0,15501.0
path,25471.0,15496.0
path,25479.0,15488.0
path,25496.0,15481.0
path,25508.0,15482.0
path,25527.0,15475.0
path,25548.0,15451.0
path,25554.0,15410.0
path,25545.0,15240.0
path,25525.0,15070.0
path,25519.0,15070.0
path,25512.0,15100.0
path,25509.0,15186.0
path,25516.0,15267.0
path,25522.0,15353.0
path,25511.0,15435.0
path,25497.0,15433.0
path,25477.0,15420.0
path,25455.0,15379.0
path,25453.0,15355.0
path,25445.0,15318.0
path,25430.0,15284.0
path,25416.0,15289.0
path,25404.0,15339.0
path,25408.0,15428.0
path,25419.0,15455.0
path,25448.0,15493.0
path,25477.0,15512.0
path,25477.0,15512.0
path,26713.0,15495.0
path,26717.0,15481.0
path,26720.0,15418.0
path,26719.0,15310.0
path,26715.0,15266.0
path,26708.0,15173.0
path,26702.0,15065.0
path,26702.0,15049.0
path,26698.0,15021.0
path,26690.0,14993.0
path,26672.0,14993.0
path,26651.0,15027.0
path,26641.0,15119.0
path,26648.0,15151.0
path,26657.0,15236.0
path,26663.0,15354.0
path,26658.0,15415.0
path,26665.0,15497.0
path,26684.0,15531.0
path,26684.0,15531.0
path,25816.0,15519.0
path,25818.0,15512.0
path,25813.0,15500.0
path,25796.0,15488.0
path,25785.0,15488.0
path,25763.0,15484.0
path,25738.0,15475.0
path,25735.0,15471.0
path,25693.0,15454.0
path,25607.0,15427.0
path,25549.0,15414.0
path,25468.0,15391.0
path,25382.0,15355.0
path,25375.0,15331.0
path,25351.0,15308.0
path,25327.0,15309.0
path,25327.0,15335.0
path,25344.0,15372.0
path,25419.0,15421.0
path,25447.0,15427.0
path,25517.0,15447.0
path,25612.0,15478.0
path,25660.0,15500.0
path,25721.0,15522.0
path,25789.0,15525.0
path,25789.0,15525.0
path,24429.0,15526.0
path,24387.0,15430.0
path,24230.0,15197.0
path,24035.0,14964.0
path,24011.0,14964.0
path,23998.0,14981.0
path,24035.0,15037.0
path,24068.0,15063.0
path,24131.0,15126.0
path,24221.0,15238.0
path,24244.0,15279.0
path,24291.0,15351.0
path,24347.0,15423.0
path,24356.0,15423.0
path,24370.0,15420.0
path,24382.0,15413.0
path,24382.0,15413.0
path,26537.0,15346.0
path,26540.0,15328.0
path,26543.0,15267.0
path,26543.0,15172.0
path,26537.0,15110.0
path,26542.0,14990.0
path,26575.0,14817.0
path,26583.0,14803.0
path,26597.0,14770.0
path,26611.0,14729.0
path,26611.0,14721.0
path,26617.0,14701.0
path,26631.0,14675.0
path,26639.0,14668.0
path,26656.0,14640.0
path,26676.0,14591.0
path,26680.0,14571.0
path,26694.0,14517.0
path,26717.0,14442.0
path,26733.0,14404.0
path,26744.0,14340.0
path,26736.0,14303.0
path,26728.0,14315.0
path,26719.0,14325.0
path,26715.0,14319.0
path,26718.0,14307.0
path,26719.0,14274.0
path,26715.0,14226.0
path,26702.0,14195.0
path,26666.0,14159.0
path,26640.0,14154.0
path,26659.0,14211.0
path,26665.0,14389.0
path,26644.0,14589.0
path,26636.0,14595.0
path,26622.0,14616.0
path,26608.0,14648.0
path,26608.0,14659.0
path,26602.0,14687.0
path,26589.0,14723.0
path,26566.0,14751.0
path,26529.0,14864.0
path,26493.0,15083.0
path,26494.0,15184.0
path,26505.0,15318.0
path,26527.0,15386.0
path,26527.0,15386.0
path,23950.0,15327.0
path,23956.0,15315.0
path,23983.0,15265.0
path,24030.0,15181.0
path,24073.0,15106.0
path,24127.0,14999.0
path,24163.0,14898.0
path,24147.0,14903.0
path,24039.0,15070.0
path,23931.0,15261.0
path,23930.0,15285.0
path,23942.0,15306.0
path,23967.0,15300.0
path,23967.0,15300.0
path,26481.0,15273.0
path,26481.0,15252.0
path,26476.0,15189.0
path,26464.0,15097.0
path,26458.0,15068.0
path,26447.0,15011.0
path,26437.0,14949.0
path,26441.0,14935.0
path,26432.0,14889.0
path,26413.0,14843.0
path,26401.0,14843.0
path,26392.0,14885.0
path,26400.0,14995.0
path,26407.0,15025.0
path,26420.0,15096.0
path,26433.0,15188.0
path,26433.0,15209.0
path,26438.0,15247.0
path,26448.0,15285.0
path,26454.0,15285.0
path,26464.0,15267.0
path,26474.0,15227.0
path,26474.0,15227.0
path,24374.0,15233.0
path,24374.0,15225.0
path,24367.0,15204.0
path,24352.0,15174.0
path,24344.0,15166.0
path,24329.0,15146.0
path,24314.0,15120.0
path,24314.0,15100.0
path,24228.0,15001.0
path,24112.0,14896.0
path,24096.0,14892.0
path,24059.0,14883.0
path,24013.0,14871.0
path,24002.0,14868.0
path,23984.0,14869.0
path,23966.0,14879.0
path,23966.0,14889.0
path,23981.0,14906.0
path,24026.0,14927.0
path,24053.0,14932.0
path,24098.0,14944.0
path,24143.0,14964.0
path,24143.0,14972.0
path,24154.0,14993.0
path,24179.0,15023.0
path,24193.0,15033.0
path,24224.0,15062.0
path,24262.0,15106.0
path,24285.0,15157.0
path,24342.0,15237.0
path,24399.0,15285.0
path,24399.0,15285.0
path,26924.0,15247.0
path,26934.0,15223.0
path,26967.0,15158.0
path,27018.0,15065.0
path,27049.0,15018.0
path,27083.0,14961.0
path,27123.0,14796.0
path,27127.0,14733.0
path,27134.0,14529.0
path,27140.0,14216.0
path,27138.0,14030.0
path,27134.0,13829.0
path,27107.0,13570.0
path,27093.0,13536.0
path,27068.0,13466.0
path,27043.0,13386.0
path,27043.0,13376.0
path,27039.0,13358.0
path,27029.0,13340.0
path,27012.0,13340.0
path,27001.0,13386.0
path,27013.0,13483.0
path,27034.0,13531.0
path,27075.0,13751.0
path,27100.0,13977.0
path,27096.0,13978.0
path,27093.0,13996.0
path,27096.0,14033.0
path,27109.0,14079.0
path,27122.0,14235.0
path,27121.0,14435.0
path,27115.0,14454.0
path,27105.0,14528.0
path,27095.0,14649.0
path,27096.0,14723.0
path,27094.0,14814.0
path,27072.0,14934.0
path,27029.0,14998.0
path,26964.0,15104.0
path,26892.0,15242.0
path,26882.0,15287.0
path,26890.0,15325.0
path,26920.0,15314.0
path,26920.0,15314.0
path,26302.0,15248.0
path,26308.0,15244.0
path,26321.0,15224.0
path,26336.0,15187.0
path,26339.0,15160.0
path,26349.0,15128.0
path,26421.0,15072.0
path,26495.0,15043.0
path,26631.0,14972.0
path,26767.0,14878.0
path,26767.0,14871.0
path,26772.0,14845.0
path,26784.0,14803.0
path,26790.0,14788.0
path,26800.0,14736.0
path,26809.0,14654.0
path,26807.0,14615.0
path,26807.0,14564.0
path,26816.0,14518.0
path,26823.0,14522.0
path,26845.0,14516.0
path,26882.0,14492.0
path,26896.0,14475.0
path,26928.0,14444.0
path,26968.0,14413.0
path,27000.0,14413.0
path,27045.0,14267.0
path,27066.0,14018.0
path,27058.0,13980.0
path,27049.0,13913.0
path,27049.0,13795.0
path,27076.0,13633.0
path,27110.0,13400.0
path,27134.0,13154.0
path,27129.0,13148.0
path,27114.0,13109.0
path,27092.0,13037.0
path,27079.0,12979.0
path,27054.0,12895.0
path,27020.0,12821.0
path,27013.0,12828.0
path,27037.0,12970.0
path,27073.0,13126.0
path,27079.0,13133.0
path,27084.0,13166.0
path,27083.0,13236.0
path,27056.0,13391.0
path,27027.0,13597.0
path,27011.0,13976.0
path,27018.0,14069.0
path,27017.0,14203.0
path,26988.0,14337.0
path,26981.0,14337.0
path,26958.0,14349.0
path,26923.0,14375.0
path,26895.0,14408.0
path,26854.0,14430.0
path,26806.0,14390.0
path,26803.0,14365.0
path,26793.0,14319.0
path,26778.0,14273.0
path,26772.0,14273.0
path,26764.0,14292.0
path,26760.0,14340.0
path,26777.0,14477.0
path,26795.0,14642.0
path,26801.0,14850.0
path,26785.0,14906.0
path,26731.0,14994.0
path,26584.0,15119.0
path,26525.0,15143.0
path,26457.0,15174.0
path,26386.0,15230.0
path,26384.0,15245.0
path,26376.0,15277.0
path,26363.0,15315.0
path,26344.0,15335.0
path,26337.0,15368.0
path,26355.0,15385.0
path,26355.0,15385.0
path,23628.0,15354.0
path,23628.0,15338.0
path,23549.0,15243.0
path,23462.0,15156.0
path,23458.0,15160.0
path,23456.0,15175.0
