type,x,y
path,31876.0,9204.0
path,31898.0,8988.0
path,31928.0,8703.0
path,31936.0,8634.0
path,31960.0,8426.0
path,31995.0,8116.0
path,32006.0,8014.0
path,32033.0,7777.0
path,32068.0,7477.0
path,32110.0,7140.0
path,32156.0,6753.0
path,32192.0,6340.0
path,32180.0,6309.0
path,32144.0,6271.0
path,32118.0,6264.0
path,32131.0,6305.0
path,32140.0,6399.0
path,32110.0,6809.0
path,32102.0,6872.0
path,32078.0,7070.0
path,32043.0,7370.0
path,32032.0,7472.0
path,32005.0,7713.0
path,31970.0,8023.0
path,31962.0,8092.0
path,31940.0,8289.0
path,31910.0,8574.0
path,31901.0,8662.0
path,31884.0,8828.0
path,31864.0,9001.0
path,31862.0,9008.0
path,31850.0,9093.0
path,31830.0,9268.0
path,31821.0,9357.0
path,31798.0,9557.0
path,31766.0,9804.0
path,31757.0,9851.0
path,31740.0,9972.0
path,31721.0,10137.0
path,31719.0,10180.0
path,31708.0,10295.0
path,31688.0,10453.0
path,31680.0,10496.0
path,31666.0,10577.0
path,31655.0,10660.0
path,31657.0,10663.0
path,31657.0,10689.0
path,31652.0,10741.0
path,31648.0,10767.0
path,31637.0,10843.0
path,31624.0,10954.0
path,31621.0,10989.0
path,31611.0,11060.0
path,31596.0,11141.0
path,31590.0,11151.0
path,31580.0,11183.0
path,31570.0,11230.0
path,31570.0,11263.0
path,31554.0,11317.0
path,31518.0,11363.0
path,31503.0,11357.0
path,31484.0,11369.0
path,31479.0,11390.0
path,31484.0,11393.0
path,31498.0,11438.0
path,31519.0,11531.0
path,31526.0,11580.0
path,31553.0,11750.0
path,31599.0,12019.0
path,31618.0,12119.0
path,31652.0,12314.0
path,31686.0,12525.0
path,31686.0,12542.0
path,31691.0,12586.0
path,31702.0,12648.0
path,31716.0,12687.0
path,31750.0,12729.0
path,31774.0,12733.0
path,31774.0,12733.0
path,23999.0,12708.0
path,24018.0,12709.0
path,24085.0,12713.0
path,24192.0,12721.0
path,24265.0,12727.0
path,24416.0,12716.0
path,24656.0,12663.0
path,24680.0,12652.0
path,24716.0,12640.0
path,24768.0,12636.0
path,24791.0,12649.0
path,24862.0,12664.0
path,24933.0,12667.0
path,24933.0,12656.0
path,24845.0,12621.0
path,24737.0,12592.0
path,24728.0,12595.0
path,24673.0,12615.0
path,24571.0,12652.0
path,24496.0,12680.0
path,24404.0,12711.0
path,24254.0,12736.0
path,24160.0,12726.0
path,24011.0,12716.0
path,23810.0,12715.0
path,23774.0,12722.0
path,23720.0,12726.0
path,23628.0,12713.0
path,23603.0,12701.0
path,23553.0,12680.0
path,23499.0,12659.0
path,23494.0,12659.0
path,23468.0,12645.0
path,23421.0,12613.0
path,23383.0,12582.0
path,23287.0,12540.0
path,23161.0,12517.0
path,23136.0,12533.0
path,23128.0,12560.0
path,23159.0,12581.0
path,23193.0,12576.0
path,23239.0,12573.0
path,23302.0,12586.0
path,23314.0,12597.0
path,23367.0,12631.0
path,23458.0,12682.0
path,23520.0,12709.0
path,23597.0,12739.0
path,23727.0,12763.0
path,23760.0,12759.0
path,23836.0,12753.0
path,23931.0,12747.0
path,23931.0,12747.0
path,23521.0,12700.0
path,23521.0,12689.0
path,23471.0,12665.0
path,23413.0,12649.0
path,23405.0,12657.0
path,23424.0,12682.0
path,23465.0,12707.0
path,23474.0,12707.0
path,23491.0,12703.0
path,23508.0,12694.0
path,23508.0,12694.0
path,17538.0,12463.0
path,17538.0,12458.0
path,17527.0,12448.0
path,17502.0,12438.0
path,17488.0,12438.0
path,17463.0,12443.0
path,17438.0,12453.0
path,17438.0,12459.0
path,17449.0,12469.0
path,17474.0,12479.0
path,17488.0,12479.0
path,17513.0,12475.0
path,17538.0,12465.0
path,17538.0,12465.0
path,29978.0,12146.0
path,29978.0,12140.0
path,29974.0,12128.0
path,29965.0,12113.0
path,29961.0,12110.0
path,29950.0,12073.0
path,29935.0,11997.0
path,29932.0,11957.0
path,29919.0,11872.0
path,29898.0,11772.0
path,29890.0,11756.0
path,29874.0,11702.0
path,29858.0,11617.0
path,29857.0,11587.0
path,29852.0,11532.0
path,29843.0,11477.0
path,29832.0,11477.0
path,29800.0,11339.0
path,29754.0,11041.0
path,29752.0,11011.0
path,29744.0,10950.0
path,29731.0,10880.0
path,29727.0,10870.0
path,29721.0,10847.0
path,29718.0,10817.0
path,29720.0,10809.0
path,29720.0,10785.0
path,29714.0,10750.0
path,29703.0,10726.0
path,29668.0,10587.0
path,29616.0,10330.0
path,29605.0,10257.0
path,29588.0,10155.0
path,29549.0,9969.0
path,29543.0,9946.0
path,29532.0,9891.0
path,29521.0,9820.0
path,29521.0,9803.0
path,29514.0,9767.0
path,29499.0,9724.0
path,29478.0,9706.0
path,29451.0,9697.0
path,29435.0,9723.0
path,29440.0,9739.0
path,29454.0,9793.0
path,29474.0,9877.0
path,29481.0,9907.0
path,29497.0,9978.0
path,29518.0,10068.0
path,29523.0,10087.0
path,29537.0,10156.0
path,29557.0,10266.0
path,29571.0,10357.0
path,29611.0,10587.0
path,29659.0,10837.0
path,29662.0,10845.0
path,29668.0,10871.0
path,29676.0,10911.0
path,29677.0,10925.0
path,29682.0,10966.0
path,29690.0,11026.0
path,29694.0,11045.0
path,29703.0,11094.0
path,29713.0,11159.0
path,29725.0,11266.0
path,29754.0,11493.0
path,29791.0,11758.0
path,29796.0,11783.0
path,29808.0,11846.0
path,29823.0,11930.0
path,29826.0,11952.0
path,29838.0,12004.0
path,29857.0,12070.0
path,29865.0,12085.0
path,29882.0,12143.0
path,29903.0,12239.0
path,29909.0,12306.0
path,29926.0,12400.0
path,29961.0,12494.0
path,29966.0,12494.0
path,29975.0,12490.0
path,29984.0,12481.0
path,29984.0,12481.0
path,28630.0,12323.0
path,28627.0,12302.0
path,28619.0,12230.0
path,28608.0,12117.0
path,28605.0,12076.0
path,28595.0,11999.0
path,28578.0,11918.0
path,28572.0,11914.0
path,28560.0,11897.0
path,28547.0,11867.0
path,28543.0,11829.0
path,28539.0,11790.0
path,28520.0,11751.0
path,28500.0,11751.0
path,28485.0,11802.0
path,28492.0,11874.0
path,28509.0,11892.0
path,28527.0,11918.0
path,28549.0,12051.0
path,28550.0,12084.0
path,28555.0,12152.0
path,28564.0,12230.0
path,28578.0,12260.0
path,28604.0,12278.0
path,28626.0,12258.0
path,28626.0,12258.0
path,31542.0,12124.0
path,31574.0,11926.0
path,31615.0,11671.0
path,31663.0,11337.0
path,31668.0,11288.0
path,31684.0,11158.0
path,31709.0,10978.0
path,31718.0,10929.0
path,31739.0,10803.0
path,31765.0,10633.0
path,31770.0,10589.0
path,31784.0,10482.0
path,31804.0,10342.0
path,31809.0,10309.0
path,31820.0,10231.0
path,31833.0,10131.0
path,31834.0,10109.0
path,31843.0,10059.0
path,31860.0,9997.0
path,31867.0,9985.0
path,31877.0,9960.0
path,31883.0,9931.0
path,31873.0,9921.0
path,31838.0,9946.0
path,31795.0,10007.0
path,31792.0,10024.0
path,31781.0,10060.0
path,31763.0,10104.0
path,31755.0,10115.0
path,31747.0,10130.0
path,31747.0,10148.0
path,31755.0,10151.0
path,31764.0,10166.0
path,31767.0,10206.0
path,31763.0,10226.0
path,31757.0,10266.0
path,31753.0,10309.0
path,31755.0,10313.0
path,31755.0,10335.0
path,31750.0,10376.0
path,31745.0,10395.0
path,31734.0,10456.0
path,31720.0,10550.0
path,31717.0,10583.0
path,31703.0,10697.0
path,31678.0,10877.0
path,31667.0,10943.0
path,31645.0,11090.0
path,31620.0,11270.0
path,31617.0,11303.0
path,31605.0,11401.0
path,31585.0,11546.0
path,31576.0,11593.0
path,31560.0,11692.0
path,31544.0,11809.0
path,31544.0,11869.0
path,31517.0,11895.0
path,31473.0,11840.0
path,31459.0,11770.0
path,31431.0,11643.0
path,31374.0,11406.0
path,31363.0,11365.0
path,31355.0,11276.0
path,31382.0,10876.0
path,31398.0,10734.0
path,31419.0,10557.0
path,31477.0,10067.0
path,31491.0,9952.0
path,31521.0,9686.0
path,31557.0,9351.0
path,31567.0,9221.0
path,31590.0,8979.0
path,31631.0,8609.0
path,31642.0,8534.0
path,31653.0,8459.0
path,31776.0,8269.0
path,31882.0,8160.0
path,32058.0,7965.0
path,32234.0,7746.0
path,32234.0,7724.0
path,32216.0,7714.0
path,32171.0,7745.0
path,32155.0,7768.0
path,32074.0,7864.0
path,31929.0,8027.0
path,31812.0,8147.0
path,31695.0,8267.0
path,31567.0,8467.0
path,31547.0,8605.0
path,31515.0,8851.0
path,31473.0,9226.0
path,31467.0,9295.0
path,31445.0,9515.0
path,31409.0,9850.0
path,31369.0,10184.0
path,31327.0,10536.0
path,31269.0,11036.0
path,31260.0,11113.0
path,31239.0,11297.0
path,31212.0,11535.0
path,31199.0,11644.0
path,31190.0,11797.0
path,31210.0,12045.0
path,31220.0,12080.0
path,31244.0,12173.0
path,31274.0,12302.0
path,31292.0,12404.0
path,31326.0,12568.0
path,31372.0,12740.0
path,31391.0,12754.0
path,31421.0,12756.0
path,31458.0,12713.0
path,31458.0,12713.0
path,24416.0,12699.0
path,24416.0,12691.0
path,24412.0,12676.0
path,24402.0,12661.0
path,24397.0,12661.0
path,24387.0,12668.0
path,24377.0,12683.0
path,24377.0,12691.0
path,24382.0,12706.0
path,24392.0,12721.0
path,24398.0,12721.0
path,24408.0,12714.0
path,24418.0,12699.0
path,24418.0,12699.0
path,24388.0,12691.0
path,24388.0,12663.0
path,24308.0,12583.0
path,24202.0,12513.0
path,24192.0,12517.0
path,24170.0,12516.0
path,24140.0,12505.0
path,24128.0,12488.0
path,24094.0,12473.0
path,24060.0,12475.0
path,24060.0,12487.0
path,24119.0,12531.0
path,24188.0,12568.0
path,24199.0,12562.0
path,24280.0,12595.0
path,24361.0,12641.0
path,24361.0,12646.0
path,24366.0,12655.0
path,24376.0,12664.0
path,24382.0,12664.0
path,24392.0,12658.0
path,24402.0,12645.0
path,24402.0,12645.0
path,28675.0,12367.0
path,28674.0,12332.0
path,28667.0,12267.0
path,28655.0,12200.0
path,28649.0,12198.0
path,28638.0,12188.0
path,28627.0,12171.0
path,28627.0,12145.0
path,28555.0,11980.0
path,28470.0,11815.0
path,28459.0,11815.0
path,28404.0,11764.0
path,28299.0,11639.0
path,28231.0,11540.0
path,27923.0,11255.0
path,27415.0,10862.0
path,27351.0,10827.0
path,27263.0,10774.0
path,27173.0,10704.0
path,27169.0,10680.0
path,27147.0,10649.0
path,27125.0,10641.0
path,27125.0,10649.0
path,27119.0,10666.0
path,27107.0,10686.0
path,27097.0,10691.0
path,27087.0,10698.0
path,27087.0,10710.0
path,27094.0,10713.0
path,27112.0,10725.0
path,27137.0,10744.0
path,27145.0,10751.0
path,27185.0,10777.0
path,27258.0,10820.0
path,27419.0,10902.0
path,27933.0,11250.0
path,28447.0,11638.0
path,28447.0,11645.0
path,28460.0,11673.0
path,28488.0,11719.0
path,28503.0,11737.0
path,28539.0,11782.0
path,28584.0,11843.0
path,28594.0,11858.0
path,28616.0,11885.0
path,28644.0,11912.0
path,28660.0,11912.0
path,28693.0,11933.0
path,28742.0,11993.0
path,28749.0,12012.0
path,28769.0,12056.0
path,28796.0,12111.0
path,28803.0,12122.0
path,28816.0,12149.0
path,28829.0,12186.0
path,28829.0,12196.0
path,28833.0,12214.0
path,28841.0,12232.0
path,28850.0,12232.0
path,28863.0,12255.0
path,28878.0,12343.0
path,28879.0,12367.0
path,28885.0,12408.0
path,28897.0,12447.0
path,28903.0,12444.0
path,28912.0,12412.0
path,28920.0,12344.0
path,28920.0,12344.0
path,24664.0,11788.0
path,24668.0,11778.0
path,24679.0,11757.0
path,24696.0,11732.0
path,24709.0,11723.0
path,24688.0,11686.0
path,24642.0,11648.0
path,24598.0,11647.0
path,24533.0,11686.0
path,24497.0,11754.0
path,24515.0,11772.0
path,24573.0,11787.0
path,24638.0,11782.0
path,24638.0,11782.0
path,23231.0,11780.0
path,23231.0,11775.0
path,23216.0,11764.0
path,23184.0,11751.0
path,23166.0,11748.0
path,23098.0,11733.0
path,22986.0,11706.0
path,22943.0,11694.0
path,22862.0,11674.0
path,22779.0,11657.0
path,22768.0,11668.0
path,22778.0,11693.0
path,22827.0,11724.0
path,22850.0,11728.0
path,22908.0,11741.0
path,22986.0,11762.0
path,23027.0,11777.0
path,23127.0,11795.0
path,23227.0,11800.0
path,23227.0,11800.0
path,22955.0,11560.0
path,22955.0,11517.0
path,22958.0,11429.0
path,22965.0,11329.0
path,22969.0,11314.0
path,22971.0,11293.0
path,22963.0,11272.0
path,22941.0,11272.0
path,22916.0,11293.0
path,22897.0,11456.0
path,22901.0,11528.0
path,22922.0,11564.0
path,22942.0,11522.0
path,22942.0,11522.0
path,26394.0,11555.0
path,26394.0,11551.0
path,26376.0,11518.0
path,26337.0,11453.0
path,26315.0,11421.0
path,26274.0,11357.0
path,26230.0,11286.0
path,26228.0,11279.0
path,26220.0,11270.0
path,26207.0,11265.0
path,26193.0,11279.0
path,26257.0,11426.0
path,26344.0,11573.0
path,26349.0,11573.0
path,26358.0,11570.0
path,26367.0,11564.0
path,26367.0,11564.0
path,27976.0,11510.0
path,27995.0,11493.0
path,28016.0,11470.0
path,28027.0,11435.0
path,28010.0,11414.0
path,27980.0,11395.0
path,27950.0,11400.0
path,27950.0,11424.0
path,27934.0,11450.0
path,27906.0,11454.0
path,27897.0,11437.0
path,27903.0,11373.0
path,27924.0,11309.0
path,27928.0,11309.0
path,27935.0,11304.0
path,27942.0,11292.0
path,27942.0,11271.0
path,27975.0,11223.0
path,28033.0,11175.0
path,28046.0,11175.0
path,28087.0,11162.0
path,28148.0,11134.0
path,28217.0,11080.0
path,28297.0,11060.0
path,28334.0,11173.0
path,28316.0,11229.0
path,28296.0,11304.0
path,28288.0,11379.0
path,28307.0,11379.0
path,28377.0,11163.0
path,28430.0,10941.0
path,28423.0,10939.0
path,28418.0,10919.0
path,28423.0,10871.0
path,28442.0,10817.0
path,28467.0,10556.0
path,28475.0,10289.0
path,28467.0,10287.0
path,28457.0,10299.0
path,28451.0,10344.0
path,28456.0,10401.0
path,28444.0,10599.0
path,28415.0,10833.0
path,28408.0,10849.0
path,28391.0,10873.0
path,28363.0,10894.0
path,28354.0,10892.0
path,28323.0,10902.0
path,28274.0,10929.0
path,28254.0,10947.0
path,28210.0,10977.0
path,28149.0,11007.0
path,28080.0,11007.0
path,27952.0,11154.0
path,27879.0,11334.0
path,27901.0,11347.0
path,27924.0,11359.0
path,27975.0,11349.0
path,27975.0,11349.0
path,22460.0,11344.0
path,22479.0,11330.0
path,22497.0,11314.0
path,22475.0,11264.0
path,22386.0,11187.0
path,22084.0,10812.0
path,21757.0,10353.0
path,21750.0,10329.0
path,21723.0,10267.0
path,21679.0,10180.0
path,21662.0,10156.0
path,21622.0,10088.0
path,21571.0,9990.0
path,21546.0,9922.0
path,21475.0,9777.0
path,21354.0,9576.0
path,21333.0,9552.0
path,21294.0,9505.0
path,21255.0,9453.0
path,21255.0,9449.0
path,21251.0,9441.0
path,21241.0,9433.0
path,21225.0,9433.0
path,21226.0,9522.0
path,21257.0,9685.0
path,21272.0,9722.0
path,21337.0,9854.0
path,21448.0,10064.0
path,21494.0,10142.0
path,21586.0,10300.0
path,21689.0,10478.0
path,21765.0,10617.0
path,22037.0,11007.0
path,22357.0,11417.0
path,22384.0,11428.0
path,22411.0,11438.0
path,22460.0,11432.0
path,22460.0,11432.0
path,26396.0,11440.0
path,26396.0,11425.0
path,26342.0,11302.0
path,26280.0,11179.0
path,26267.0,11179.0
path,26258.0,11195.0
path,26274.0,11270.0
path,26295.0,11317.0
path,26341.0,11390.0
path,26387.0,11438.0
path,26387.0,11438.0
path,22377.0,11286.0
path,22377.0,11273.0
path,22348.0,11238.0
path,22311.0,11210.0
path,22304.0,11218.0
path,22319.0,11255.0
path,22347.0,11292.0
path,22352.0,11292.0
path,22361.0,11288.0
path,22370.0,11279.0
path,22370.0,11279.0
path,21770.0,11229.0
path,21770.0,11210.0
path,21739.0,11177.0
path,21632.0,11130.0
path,21589.0,11121.0
path,21490.0,11095.0
path,21366.0,11055.0
path,21315.0,11029.0
path,21256.0,11001.0
path,21197.0,10985.0
path,21197.0,11007.0
path,21264.0,11061.0
path,21407.0,11129.0
path,21452.0,11138.0
path,21543.0,11160.0
path,21645.0,11189.0
path,21668.0,11205.0
path,21713.0,11224.0
path,21758.0,11230.0
path,21758.0,11230.0
path,31258.0,11205.0
path,31258.0,11197.0
path,31252.0,11181.0
path,31240.0,11162.0
path,31233.0,11160.0
path,31214.0,11129.0
path,31188.0,11066.0
path,31180.0,11033.0
path,31153.0,10927.0
path,31110.0,10763.0
path,31072.0,10623.0
path,31033.0,10486.0
path,31057.0,10321.0
path,31119.0,10294.0
path,31209.0,10242.0
path,31292.0,10171.0
path,31289.0,10163.0
path,31290.0,10149.0
path,31299.0,10135.0
path,31307.0,10135.0
path,31322.0,10131.0
path,31337.0,10121.0
path,31337.0,10116.0
path,31327.0,10106.0
path,31304.0,10096.0
path,31288.0,10096.0
path,31262.0,10105.0
path,31228.0,10135.0
path,31220.0,10156.0
path,31194.0,10192.0
path,31128.0,10247.0
path,31098.0,10262.0
path,31041.0,10297.0
path,30981.0,10342.0
path,30979.0,10352.0
path,30988.0,10417.0
path,31013.0,10539.0
path,31029.0,10595.0
path,31065.0,10732.0
path,31110.0,10910.0
path,31124.0,10976.0
path,31156.0,11075.0
path,31212.0,11175.0
path,31216.0,11175.0
path,31223.0,11169.0
path,31230.0,11155.0
path,31230.0,11155.0
path,26050.0,11085.0
path,26050.0,11077.0
path,26030.0,11021.0
path,25985.0,10914.0
path,25960.0,10863.0
path,25915.0,10765.0
path,25870.0,10660.0
path,25870.0,10653.0
path,25843.0,10576.0
path,25782.0,10420.0
path,25721.0,10277.0
path,25651.0,10114.0
path,25522.0,9824.0
path,25485.0,9745.0
path,25383.0,9478.0
path,25258.0,9120.0
path,25235.0,9028.0
path,25188.0,8868.0
path,25130.0,8708.0
path,25120.0,8708.0
path,25110.0,8710.0
path,25142.0,8860.0
path,25180.0,8997.0
path,25281.0,9317.0
path,25417.0,9712.0
path,25433.0,9745.0
path,25476.0,9837.0
path,25538.0,9968.0
path,25556.0,10007.0
path,25589.0,10081.0
path,25622.0,10158.0
path,25622.0,10162.0
path,25642.0,10217.0
path,25687.0,10330.0
path,25712.0,10387.0
path,25757.0,10496.0
path,25802.0,10610.0
path,25802.0,10616.0
path,25823.0,10671.0
path,25869.0,10781.0
path,25913.0,10874.0
path,25977.0,10994.0
path,26041.0,11080.0
path,26041.0,11080.0
path,26071.0,11023.0
path,26071.0,11017.0
path,26058.0,10976.0
path,26028.0,10897.0
path,26012.0,10859.0
path,25982.0,10787.0
path,25952.0,10710.0
path,25952.0,10700.0
path,25843.0,10430.0
path,25704.0,10097.0
path,25693.0,10073.0
path,25672.0,10025.0
path,25651.0,9972.0
path,25651.0,9967.0
path,25631.0,9916.0
path,25586.0,9813.0
path,25561.0,9762.0
path,25516.0,9662.0
path,25471.0,9554.0
path,25471.0,9546.0
path,25465.0,9516.0
path,25451.0,9468.0
path,25434.0,9429.0
path,25396.0,9319.0
path,25340.0,9129.0
path,25328.0,9075.0
path,25298.0,8996.0
path,25268.0,8954.0
path,25268.0,9009.0
path,25363.0,9361.0
path,25502.0,9798.0
path,25519.0,9830.0
path,25550.0,9897.0
path,25581.0,9974.0
path,25581.0,9984.0
path,25585.0,10005.0
path,25594.0,10029.0
path,25599.0,10032.0
path,25620.0,10068.0
path,25656.0,10141.0
path,25670.0,10179.0
path,25705.0,10265.0
path,25750.0,10373.0
path,25793.0,10466.0
path,25863.0,10624.0
path,25933.0,10794.0
path,25933.0,10813.0
path,25996.0,10968.0
path,26068.0,11123.0
path,26072.0,11123.0
path,26080.0,11118.0
path,26088.0,11107.0
path,26088.0,11107.0
path,31490.0,11012.0
path,31506.0,10899.0
path,31543.0,10552.0
path,31574.0,10198.0
path,31563.0,10185.0
path,31532.0,10220.0
path,31505.0,10283.0
path,31510.0,10311.0
path,31495.0,10530.0
path,31462.0,10846.0
path,31458.0,10872.0
path,31456.0,10904.0
path,31464.0,10933.0
path,31472.0,10930.0
path,31489.0,10904.0
path,31510.0,10850.0
path,31510.0,10850.0
path,24748.0,10892.0
path,24748.0,10890.0
path,24751.0,10879.0
path,24757.0,10859.0
path,24760.0,10850.0
path,24761.0,10834.0
path,24755.0,10818.0
path,24749.0,10818.0
path,24717.0,10800.0
path,24659.0,10761.0
path,24633.0,10739.0
path,24516.0,10664.0
path,24314.0,10545.0
path,24139.0,10456.0
path,23927.0,10345.0
path,23521.0,10100.0
path,23490.0,10079.0
path,23432.0,10042.0
path,23372.0,10008.0
path,23361.0,10019.0
path,23371.0,10053.0
path,23421.0,10109.0
path,23446.0,10122.0
path,23493.0,10151.0
path,23543.0,10187.0
path,23545.0,10194.0
path,23576.0,10221.0
path,23639.0,10266.0
path,23671.0,10284.0
path,23736.0,10323.0
path,23809.0,10369.0
path,23825.0,10382.0
path,23895.0,10424.0
path,24155.0,10564.0
path,24250.0,10612.0
path,24450.0,10733.0
path,24658.0,10878.0
path,24662.0,10887.0
path,24684.0,10900.0
path,24706.0,10905.0
path,24706.0,10905.0
path,25862.0,10866.0
path,25872.0,10852.0
path,25882.0,10806.0
path,25882.0,10746.0
path,25861.0,10718.0
path,25795.0,10711.0
path,25729.0,10742.0
path,25729.0,10779.0
path,25737.0,10824.0
path,25777.0,10861.0
path,25791.0,10857.0
path,25817.0,10850.0
path,25843.0,10842.0
path,25843.0,10842.0
path,22927.0,10802.0
path,22927.0,10768.0
path,22950.0,10677.0
path,22991.0,10575.0
path,23002.0,10568.0
path,23014.0,10533.0
path,23016.0,10498.0
path,23011.0,10498.0
path,22991.0,10516.0
path,22956.0,10555.0
path,22928.0,10595.0
path,22887.0,10726.0
path,22869.0,10857.0
path,22875.0,10857.0
path,22885.0,10842.0
path,22895.0,10809.0
path,22895.0,10809.0
path,31475.0,10807.0
path,31475.0,10793.0
path,31471.0,10768.0
path,31461.0,10743.0
path,31456.0,10743.0
path,31446.0,10754.0
path,31436.0,10779.0
path,31436.0,10793.0
path,31441.0,10818.0
path,31451.0,10843.0
path,31457.0,10843.0
path,31467.0,10832.0
path,31477.0,10807.0
path,31477.0,10807.0
path,31488.0,10736.0
path,31492.0,10720.0
path,31499.0,10666.0
path,31507.0,10581.0
path,31508.0,10531.0
path,31523.0,10382.0
path,31550.0,10192.0
path,31556.0,10170.0
path,31532.0,10137.0
path,31490.0,10122.0
path,31472.0,10141.0
path,31454.0,10167.0
path,31456.0,10193.0
path,31469.0,10193.0
path,31484.0,10199.0
path,31493.0,10226.0
path,31490.0,10241.0
path,31480.0,10315.0
path,31465.0,10447.0
path,31460.0,10506.0
path,31448.0,10620.0
path,31432.0,10745.0
path,31427.0,10759.0
path,31424.0,10776.0
path,31431.0,10790.0
path,31439.0,10787.0
path,31456.0,10769.0
path,31476.0,10735.0
path,31476.0,10735.0
path,25753.0,10712.0
path,25758.0,10682.0
path,25748.0,10637.0
path,25711.0,10601.0
path,25698.0,10605.0
path,25677.0,10620.0
path,25656.0,10650.0
path,25656.0,10690.0
path,25709.0,10736.0
path,25767.0,10742.0
path,25767.0,10742.0
path,30770.0,10680.0
path,30789.0,10674.0
path,30839.0,10656.0
path,30908.0,10629.0
path,30931.0,10618.0
path,30995.0,10602.0
path,31115.0,10585.0
path,31179.0,10585.0
path,31270.0,10581.0
path,31380.0,10564.0
path,31399.0,10550.0
path,31421.0,10530.0
path,31433.0,10500.0
path,31424.0,10491.0
path,31407.0,10484.0
path,31372.0,10494.0
path,31345.0,10520.0
path,31306.0,10548.0
path,31275.0,10555.0
path,31279.0,10546.0
path,31279.0,10531.0
path,31270.0,10516.0
path,31262.0,10516.0
path,31245.0,10521.0
path,31226.0,10531.0
path,31224.0,10537.0
path,31194.0,10549.0
path,31130.0,10563.0
path,31097.0,10565.0
path,31019.0,10576.0
path,30920.0,10598.0
path,30888.0,10613.0
path,30826.0,10631.0
path,30652.0,10648.0
path,30577.0,10647.0
path,30434.0,10643.0
path,30283.0,10636.0
path,30275.0,10633.0
path,30215.0,10618.0
path,30100.0,10593.0
path,30045.0,10582.0
path,29882.0,10547.0
path,29642.0,10492.0
path,29459.0,10444.0
path,29125.0,10361.0
path,28761.0,10277.0
path,28747.0,10276.0
path,28711.0,10270.0
path,28661.0,10259.0
path,28594.0,10233.0
path,28429.0,10190.0
path,28163.0,10145.0
path,28070.0,10142.0
path,27949.0,10135.0
path,27778.0,10106.0
path,27746.0,10092.0
path,27649.0,10059.0
path,27505.0,10017.0
path,27458.0,10008.0
path,27357.0,9986.0
path,27237.0,9956.0
path,27218.0,9949.0
path,27158.0,9935.0
path,27068.0,9920.0
path,26981.0,9917.0
path,26877.0,9912.0
path,26760.0,9899.0
path,26742.0,9887.0
path,26631.0,9870.0
path,26495.0,9862.0
path,26483.0,9866.0
path,26434.0,9871.0
path,26352.0,9873.0
path,26292.0,9867.0
path,26232.0,9861.0
path,26202.0,9836.0
path,26219.0,9825.0
path,26258.0,9797.0
path,26308.0,9759.0
path,26328.0,9742.0
path,26354.0,9725.0
path,26464.0,9723.0
path,26514.0,9731.0
path,26646.0,9752.0
path,26830.0,9782.0
path,26882.0,9790.0
path,27006.0,9811.0
path,27166.0,9841.0
path,27256.0,9861.0
path,27349.0,9882.0
path,27635.0,9937.0
path,27729.0,9954.0
path,27915.0,9988.0
path,28120.0,10027.0
path,28139.0,10032.0
path,28235.0,10055.0
path,28405.0,10095.0
path,28549.0,10127.0
path,28791.0,10184.0
path,29066.0,10254.0
path,29169.0,10293.0
path,29577.0,10391.0
path,30113.0,10495.0
path,30359.0,10505.0
path,30879.0,10444.0
path,31608.0,10253.0
path,31739.0,10172.0
path,32087.0,9870.0
path,32487.0,9462.0
path,32495.0,9445.0
path,32518.0,9402.0
path,32551.0,9344.0
path,32561.0,9329.0
path,32584.0,9285.0
path,32613.0,9221.0
path,32618.0,9201.0
path,32637.0,9153.0
path,32667.0,9090.0
path,32678.0,9075.0
path,32702.0,9028.0
path,32731.0,8957.0
path,32737.0,8933.0
path,32758.0,8861.0
path,32792.0,8755.0
path,32806.0,8721.0
path,32831.0,8646.0
path,32856.0,8555.0
path,32856.0,8539.0
path,32865.0,8474.0
path,32885.0,8366.0
path,32909.0,8270.0
path,32936.0,8002.0
path,32941.0,7673.0
path,32933.0,7651.0
path,32918.0,7598.0
path,32903.0,7528.0
path,32903.0,7469.0
path,32891.0,7364.0
path,32864.0,7259.0
path,32854.0,7259.0
path,32842.0,7265.0
path,32834.0,7285.0
path,32837.0,7295.0
path,32845.0,7338.0
path,32855.0,7410.0
path,32857.0,7439.0
path,32868.0,7510.0
path,32887.0,7603.0
path,32906.0,7653.0
path,32927.0,7834.0
path,32931.0,8022.0
path,32921.0,8026.0
path,32911.0,8034.0
path,32912.0,8049.0
path,32926.0,8059.0
path,32931.0,8134.0
path,32911.0,8276.0
path,32906.0,8290.0
path,32895.0,8339.0
path,32882.0,8417.0
path,32879.0,8447.0
path,32866.0,8517.0
path,32842.0,8607.0
path,32832.0,8627.0
path,32810.0,8682.0
path,32784.0,8759.0
path,32777.0,8797.0
path,32749.0,8881.0
path,32645.0,9111.0
path,32550.0,9295.0
path,32225.0,9703.0
path,31708.0,10206.0
path,31587.0,10266.0
path,31306.0,10376.0
path,30901.0,10504.0
path,30754.0,10524.0
path,30308.0,10517.0
path,29748.0,10467.0
path,29729.0,10459.0
path,29669.0,10440.0
path,29579.0,10414.0
path,29549.0,10408.0
path,29476.0,10390.0
path,29381.0,10365.0
path,29324.0,10347.0
path,29223.0,10318.0
path,28963.0,10253.0
path,28886.0,10236.0
path,28730.0,10201.0
path,28555.0,10161.0
path,28536.0,10156.0
